company-externalId,company-name,company-phone,company-website,company-locationAddress,company-locationCity,company-locationState,company-locationZipCode,company-locationCountry,company-locationName,company-document,company-owners,company-note
116672598296,AstraZeneca, 08435 047 369 ,,Cambridge Science Park,,,,,,,,"Status: Active
Client Type: Head Office
Last Contacted: 2015-11-20
By: Timothy McAllister
Last Contract Job: 2015-11-20
Managed By: Timothy McAllister
Contract: Timothy McAllister
"
116672605907,NakedPenguinBoy,020 7248 0772,,4 Snow Hill,London,,EC1A 2DJ,,London,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2015-11-23
By: David Robinson
Contract: David Robinson
"
116672611737,Mastercard,020 7557 5000,,"10 Upper Bank Street, , , Canary Wharf Group",,London ,E14 5NP,,London ,,,"Status: Incomplete
Client Type: Head Office
Contract: Kelsey Carew
"
116672636937,Royal Albert Hall,02075898212,,Kensington Gore ,London ,,SW7 2AP,,London ,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2015-11-25
By: Simran Jutley
Contract: Simran Jutley
"
116672642022,Virgin Red,,,": 179 Harrow Road, The Battleship Building ",,London ,W2 6NB,,London ,,,"Status: Active
Client Type: Subsidiary
Last Contacted: 2017-03-31
By: Adam Oliver
Last Perm Job: 2017-03-31
Managed By: Adam Oliver
Contract: Carl Ashdown
"
116672650463,Blueclaw Media Ltd,01132 343 300,,46 THE CALLS,LEEDS,LS2 7EY,,,"LEEDS, LS2 7EY",,,"Status: Active
Client Type: Head Office
Last Contacted: 2015-12-10
By: Niamh Stone
Contract: Niamh Stone
"
116672653009,Veyo,,,London,,,,,,,,"Status: Incomplete
Client Type: Head Office
Contract: Denva Bradford
"
116672655390,Derivco,01473 211 110,,"East Wing Crown House, Crown St",Ipswich,Suffolk,IP1 3HS,,"Ipswich, Suffolk",,,"Status: Active
Client Type: Head Office
Last Contacted: 2015-12-01
By: David Robinson
Contract: David Robinson
"
116672657518,Delete,01132 604 600,,"3370 Century Way, Thorpe Park ",Leeds,,LS15 8ZB,,Leeds,,,"Status: Active
Client Type: Site
Contract: Niamh Stone
"
116672660058,Legal & General Investment Management Ltd,01737 370 370,www.legalandgeneralgroup.com,.,,,,,,,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116672660134,HSBC Investment Bank IT,02079 918 888,www.hsbcnet.com,.,,,,,,,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116672660162,Liverpool Heart ANd Chest Hospital NHS Trust,01516 001 616,www.lhch.nhs.uk,Thomas Drive,Liverpool,,L14 3PE,GB,"Liverpool, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116672670728,Access Group UK Ltd,08453 453 300,www.theaccessgroup,One Aldgate,London,,EC3N 1RE,GB,"London, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116672670756,ABN AMRO- Amsterdam,+31102 411 720,www.abnamro.com,.,,,,NL,NETHERLANDS,,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116672670764,CZ,0135 949 949,"www,cz.nl",.,,,,NL,NETHERLANDS,,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116672674828,Engage ATS,07810 637 360,,6 Briset Street,London,,EC1M 5NR,,London,,,"Status: Active
Client Type: Head Office
Contract: David Robinson
"
116672679770,W R Berkley,,,"2nd Floor, 40 Lime Street",,London,EC3M 7AW,,London,,,"Status: Incomplete
Client Type: Head Office
Contract: Denva Bradford
"
116672701091,Custon,+31(0)367 111 055,www.custon.nl,Wisselweg 31-33,,,,NL,NETHERLANDS,,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116672708870,LoveFilm International,02088 968 000,www.lovefilm.com,.,,,,,,,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116672708880,University College London,02076 792 000,www.ucl.ac.uk,Gower Street,London,,WC1E 6BT,GB,"London, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116672708901,NHS Warwickshire,02476 964 000,www.uhcw.nhs.uk,.,,,,,,,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116672726142,Pirum Systems,02072200960,,4 Eastcheap,,London,EC3M 1AE,,London,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2016-01-20
By: Denva Bradford
Contract: Denva Bradford
"
116672726296,Cell Therapy Catapult,02037 289 500,,"Great Maze Pond, London ",,,SE1 9RT,GB,UNITED KINGDOM,,,"Status: Active
Client Type: Head Office
Contract: Kelsey Carew
"
116672730579,Company Watch Ltd,020 7721 8440,,"12, Coppergate House, 16 Brune St ",London ,,E1 7NJ,,London ,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2015-12-09
By: David Robinson
Contract: David Robinson
"
116672730841,Contentive,,,"1, Hammersmith Broadway",,London,W6 9DL,,London,,,"Status: Incomplete
Client Type: Head Office
Contract: Denva Bradford
"
116672767749,ArcelorMittal,02076 297 988,,"Berkeley Square House, 7th Floor                                      ",,London ,W1J 6DA,,London ,,,"Status: Active
Client Type: Head Office
Contract: Kelsey Carew
"
116672773885,Binleys - Market Research,01268 495 600,,"Beechwood House , 2-3 Commercial Way",Southfields ,Basildon,SS15 6EF,,"Southfields , Basildon",,,"Status: Active
Client Type: Head Office
Contract: Kelsey Carew
"
116672780588,Man group plc,020 7144 1000,,"Riverbank House , 2 Swan Lane ",London,,EC4R 3AD,,London,,,"Status: Incomplete
Client Type: Head Office
Contract: David Robinson
"
116672800465,Adaptive Consulting Ltd.,02037 256 000,,11 Leadenhall Street,London,,EC3V 1LP,,London,,,"Status: Active
Client Type: Head Office
Last Contacted: 2015-12-22
By: David Robinson
Contract: David Robinson
"
116672808222,River Island,020 8991 4500,,"Hanger Lane , Westgate",London,,W5 1DR,,London,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2016-01-04
By: Denva Bradford
Contract: Niamh Stone
"
116672808385,student.com,0203 817 0050,,"HENRY WOOD HOUSE, 2 RIDING HOUSE STREET",,,W1W 7FA,,,,,"Status: Incomplete
Client Type: Head Office
Contract: David Robinson
"
116672832473,Satago,020 8133 3539,,-,,,,,,,,"Status: Incomplete
Client Type: Head Office
Contract: David Robinson
"
116672832523,FinGenius,02077 887 588,,"Floor 42, One Canada Square Canary Wharf",London,,,,London,,,"Status: Active
Client Type: Head Office
Contract: David Robinson
"
116672837801,Veridu,07889368264,,Wework Moorgate,London,,EC2Y 5EJ,GB,"London, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Last Contacted: 2016-01-05
By: Eric Thwaite
Last Perm Job: 2016-01-05
Managed By: Eric Thwaite
Contract: Eric Thwaite
"
116672838907,PRA Health Sciences 2,01189 181 000,www.prahs.com,500 South Oak Way,Reading,Berkshire,RG2 6AD,GB,"Reading, Berkshire, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116672846984,Symphony EYC,02089401745,www.eyc.com,1 Ambassador House,Richmond,Surrey,TW9 1SQ,GB,"Richmond, Surrey, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116672847097,Alliance Boots,01932 870 550,www.allianceboots.com,2 The Heights/Brooklands,Weybridge,Surrey,KT13 0NY,GB,"Weybridge, Surrey, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116672847112,Nationwide Building Society,0800 554 0350,www.nationwide.co.uk,Nationwide House,Swindon,,SN38 1NW,GB,"Swindon, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116672857879,Zapito,07851 928684,,18-20 Scrutton St,London ,,EC2A 4RX,,London ,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2016-01-07
By: David Robinson
Contract: David Robinson
"
116672858129,Covea Insurance (Leeds),01422 331 166,,"Halifax House, Ferguson St, Halifax, Yorkshire ",,,HX1 2PZ,,,,,"Status: Active
Client Type: Subsidiary
Last Contacted: 2016-05-16
By: James Butler
Last Perm Job: 2016-05-16
Managed By: James Butler
Contract: Carl Ashdown
"
116672869143,American Express Uk,08456 042 638,www.americanexpress.com,Amex House Department 77,Brighton,,BN88 1AH,GB,"Brighton, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116672875544,Found,0845 564 9656,https://www.found.co.uk/get-in-touch/,"Big Studios, 1 East Poultry Avenue",,London,EC1A 9PT,,London,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2016-01-27
By: Niamh Stone
Contract: Niamh Stone
"
116672895342,Karhoo,,,"Collette House, 52-55 Piccadilly",,London,W1J 0DX,,London,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2016-01-20
By: Denva Bradford
Contract: Denva Bradford
"
116672919211,Quantum Black,020 3763 6360,,12 Carthusian Street,,London,EC1M 6EB,,London,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2016-01-19
By: Denva Bradford
Contract: Denva Bradford
"
116672922345,Protocol Education,02032 197 700,,Job Centre,Watford,,,,Watford,,,"Status: Incomplete
Client Type: Head Office
Contract: Karen Hellier
"
116672923570,Talentful,,,225 Shoreditch Highstreet,,London,E1 6PJ,,London,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2016-01-20
By: Denva Bradford
Contract: Denva Bradford
"
116672929740,Smith & Nephew PLC,02074 017 646,www.smith-nephew.com,15 Adam Street,London,,WC2N 6LA,,London,,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116672934432,InPS,02075 017 000,,"In Practice systems , The Bread factory, 1a Broughton Street ",London,London,SW8 3QJ,GB,"London, London, UNITED KINGDOM",,,"Status: Incomplete
Client Type: Site
Contract: Stephen Hellier
"
116672940036,N Power,.,www.npower.com,Windmill Hill business Park,Swindon,,SN5 6PB,,Swindon,,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116672940041,Brightstar 2020.com,01270 412 020,www.brighstar-2020.com,weston Road,Crewe,Cheshire,CW1 6BU,GB,"Crewe, Cheshire, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116672953157,Lebara Mobile,08700 755 588,www.lebara.co.uk,25 Copthall Avenue,London,,EC2R 7BP,GB,"London, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116672953188,Medidata,02086 006 400,www.mdsol.com,"Metro Bldg 1 Butterwick, 7th Floor",Hammersmith,,W6 8DL,GB,"Hammersmith, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116672953198,Allergan,01628 494 444,www.allergan.co.uk,"Marlow International, The Parkway",Marlow,Bukinghamshire,SL7 1YL,GB,"Marlow, Bukinghamshire, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116673002260,Cmed Clinical Services Ltd,01403 755 050,www.cmedresearch.com,"Holmwood, Broadlands Business Campus",Horsam,West Sussex,RH12 4QP,GB,"Horsam, West Sussex, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116673016792,Blue Mango Interactive,+31402 352 110,www.bluemango.nl,Emmasingel 25,5611 AZ Eindhoven,,,NL,"5611 AZ Eindhoven, NETHERLANDS",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116673027658,4Ps Marketing,+44 (0)207 607 5650,,"Studio 16, 8 Hornsey Street ",London,,N7 8EG,,London,,,"Status: Incomplete
Client Type: Head Office
Contract: Niamh Stone
"
116673050997,Mars Chocolate UK Ltd,01753 550055,,Dundee Road,Berkshire,,,,Berkshire,,,"Status: Incomplete
Client Type: Site
Last Contacted: 2016-02-05
By: Danielle Green
Contract: Danielle Green
"
116673125011,Evidian UK,01448 411 258,,"Maxted Road, Hemel Hempstaed",Herts,,HP2 7DZ,,Herts,,,"Status: Active
Client Type: Site
Last Contacted: 2016-02-15
By: Danielle Green
Contract: Danielle Green
"
116673128091,Best at Travel,,,"9 Whitfield St, ",London,,W1T 2AS,,London,,,"Status: Active
Client Type: Site
Contract: Danielle Green
"
116673137888,Alert Logic,02030 115 533,,"Floor 5, 1 Capital Quarter",Cardiff,,CF10 4BE,,Cardiff,,,"Status: Active
Client Type: Site
Last Contacted: 2016-02-24
By: Danielle Green
Contract: Danielle Green
"
116673138177,Financial Times 2,02078 733 000,www.ft.com,1 Southwark Bridge,London,,SE1 9HL,GB,"London, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116673138208,Met Office,03709 000 100,www.metoffice.gov.uk,FitzRoy Rd,Exeter,,EX1 3PB,GB,"Exeter, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116673138236,Orion Clinical Services,01753 578 080,www.orion-cs.co.ukl'#,1 London Road,Slough,,SL3 9JW,GB,"Slough, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116673138245,Financial Ombudsman Service,08000 234 567,www.financial-ombudsman.org,Exchange Tower,London,,E14 9SR,GB,"London, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116673143353,PGI Cyber,,,1190 Park Avenue Aztec West,Bristol,Somerset,BS32 4FP,,"Bristol, Somerset","105508120.msg,105513338.msg,105513339.pdf,105543741.msg,105543742.docx,105652409.rtf",,"Status: Active
Client Type: Site
Last Contacted: 2016-04-12
By: Danielle Green
Last Perm Job: 2016-04-05
Managed By: Danielle Green
Contract: Danielle Green
"
116673148328,Net Consulting Ltd,02920972020,,"4C Greenmeadow Springs Business Park, Village Way",Cardiff,,CF15 7NE,,Cardiff,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2016-02-18
By: Danielle Green
Contract: Danielle Green
"
116673162120,Adapt,08453 043 044,,"Paramount Business Park, Pascal Cl",Cardiff,,CF3 0LW,,Cardiff,,,"Status: Active
Client Type: Site
Last Contacted: 2016-02-26
By: Danielle Green
Contract: Danielle Green
"
116673165419,Adapt 2,08453 043 044,,"Paramount Business Park, Pascal Cl",Cardiff,,,,Cardiff,,,"Status: Active
Client Type: Site
Contract: Danielle Green
"
116673167801,E.ON,02476 424 000,www.eon.com,"Westwood Way, Westwood Business Park",Coventry,West Midlands,CV4 8LG,GB,"Coventry, West Midlands, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116673187331,Sanlam UK,0117 926 6366,,"St Bartholomews House, Lewin's Mead",,Avon,BS1 2NH,,Avon,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2016-02-25
By: Danielle Green
Contract: Danielle Green
"
116673191163,Provinzial Rheinland Versicherung,+49201 460 766,www.provinzial.com,Heisinger Str 427,45259 Essen,,,DE,"45259 Essen, GERMANY",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116673212192,digitvate,02078 459 950,,83-84 Long Acre (access via Arne Street),london,,WC2E 9NG,,london,,,"Status: Active
Client Type: Head Office
Contract: Eric Thwaite
"
116673223795,IMind,+464 601 063,www.imind.se,Kornettvaegen 5,237 41 Bjaerred,,,SE,"237 41 Bjaerred, SWEDEN",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116673232681,Operation Smile,02034 755 126,www.operationsmile.org.uk,10 Broadway,London,,SW19 1RF,GB,"London, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116673232692,INC Research,01276 481 000,www.incresearch.com,"2 Meadow Business Park, Station Approach",Blackwater,Surrey,GU17 9AB,GB,"Blackwater, Surrey, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116674125228,CIPROS International,01636 819 857,,US and UK,,,,,,,,"Status: Active
Client Type: Site
Last Contacted: 2016-03-09
By: Danielle Green
Contract: Danielle Green
"
116674130404,Circle IT,03303 338 001,,"Brook House, Lime Tree Court",Cardiff Gate Business Park,Cardiff,CF23 8AB,,"Cardiff Gate Business Park, Cardiff",,,"Status: Active
Client Type: Head Office
Last Contacted: 2016-03-09
By: Danielle Green
Contract: Danielle Green
"
116674167661,Good Beagle,07961 301 982,www.goodbeagle.com,"Hideaway, Middle Entrace Drive",,Lancashire,LA23 3JY,,Lancashire,,,"Status: Active
Client Type: Head Office
Last Contacted: 2016-03-14
By: Alastair Band
Last Contract Job: 2016-03-14
Managed By: Alastair Band
Contract: Alastair Band
"
116674177363,NRS Healthcare,0330 100 0098,www.nrshealthcare.co.uk,"Sherwood House, Cartwright Way",,Leicestershire,LE67 1UB,,Leicestershire,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2016-03-15
By: Alastair Band
Contract: Alastair Band
"
116674196418,merkle,??,,5 Chancery Lane,London,,WC2A 1LG,GB,"London, UNITED KINGDOM",105606596.rtf,,"Status: Active
Client Type: Head Office
Last Contacted: 2016-03-17
By: Eric Thwaite
Last Perm Job: 2016-03-17
Managed By: Eric Thwaite
Contract: Eric Thwaite
"
116674213263,Cy40r,,,Aylesbury HP20 9BR,,,HP20 9BR,,,,,"Status: Incomplete
Client Type: Subsidiary
Last Contacted: 2016-03-18
By: Danielle Green
Contract: Danielle Green
"
116674214637,What Now Travel,07779 322191,http://www.whatnowtravel.com/,"What Now Travel, Techhub, 20 Ropemaker Street",London,,EC2Y 9AR,,London,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2016-03-18
By: Alastair Band
Contract: Alastair Band
"
116674227973,Union Street, +44 (0)208 614 9090,,The Courtyard 37 Sheen Road,,,TW9 1AJ,,,,,"Status: Active
Client Type: Head Office
Last Contacted: 2016-03-21
By: Alastair Band
Last Perm Job: 2016-03-21
Managed By: Alastair Band
Contract: Alastair Band
"
116674254906,Huntswood,03333 217 815,http://www.huntswood.com/company/huntswood-story,"Abbey Gardens, Abbey St, , Reading ",,,RG1 3BA,,,,,"Status: Active
Client Type: Head Office
Last Contacted: 2016-03-24
By: Zak Abukar
Last Perm Job: 2016-03-24
Managed By: Zak Abukar
Contract: Zak Abukar
"
116674257453,REWE Markt GmbH,+49(0)221-17 739 777,www.rewe.de,Domstr. 20,Cologne,,,DE,"Cologne, GERMANY",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116674257458,SP Integration GmbH,+49 6196/764 300,www.sp-integration.com,Frankfurt Otto-Volger-Strasse 5a,65843 Sulzbach,,,DE,"65843 Sulzbach, GERMANY",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116674285429,Costa Coffee,01582 424 200,www.costa.co.uk,"Whitbread Court, Houghton Hall Business Park",Dunstable,,LU5 5XE,,Dunstable,,,"Status: Active
Client Type: Head Office
Last Contacted: 2016-03-31
By: Alastair Band
Contract: Alastair Band
"
116674309018,Erste Group Bank,+43(0)50100-10100,www.erstegroup.com,.,Vienna,,,,Vienna,,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116674329701,Allianz Netherlands,+31885 771 911,www.allianz.nl,Coolsingel 139,,,,NL,NETHERLANDS,,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116674347159,Lavanda,+442038236160,http://getlavanda.com/,19 Denmark St,London,,WC2H 8NA,,London,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2016-04-29
By: Alastair Band
Contract: Alastair Band
"
116674349000,Protiviti,020 7930 8808,,"Grand Buildings, , 1-3 Strand",London,,WC2N 5AB,,London,,,"Status: Incomplete
Client Type: Site
Last Contacted: 2016-04-29
By: Danielle Green
Contract: Danielle Green
"
116674349213,Pass The Keys,+44 20 3695 9275,http://www.passthekeys.co.uk/,"WeWork Spitalfields, 1 Primrose St",London,,EC2A 2EX,,London,,,"Status: Incomplete
Client Type: Head Office
Contract: Alastair Band
"
116674364131,Sectorlight,020 7264 7700,sectorlight.com,"International House, 1 St Katharine's Way",London,,E1W 1TW,,London,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2016-04-28
By: Alastair Band
Last Visited: 2016-04-28
By: Alastair Band
Contract: Alastair Band
"
116674366968,Walgreens Boots Alliance,01932 870550,www.walgreensbootsalliance.com/,2 The Heights/Brooklands,Weybridge,Surrey,KT13 0NY,,"Weybridge, Surrey",,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2016-04-13
By: Alastair Band
Contract: Alastair Band
"
116674386923,Crystal-IT,01446 731 231,,"The Business Centre, Cardiff House",Barry,,CF63 2AW,,Barry,,,"Status: Active
Client Type: Site
Last Contacted: 2016-04-15
By: Danielle Green
Contract: Danielle Green
"
116674395554,satori,,,London,,,,,,,,"Status: Lead
Client Type: Head Office
Contract: Eric Thwaite
"
116674400481,KFW Group,+496 974 310,www.kfw.de,Palmengartenstrasse 5-9,60325 Frankfurt am Main,,,DE,"60325 Frankfurt am Main, GERMANY",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116674417765,Fifty-Five,,,"17 Hatfields, London",,,SE1 8DJ,,,,,"Status: Lead
Client Type: Head Office
Contract: Henry Jackson
"
116674503169,Doorda,08001 337 108,www.doorda.com,1 Fredericks Place,London,,EC2R 8AE,,London,,,"Status: Active
Client Type: Head Office
Last Contacted: 2016-04-26
By: Alastair Band
Contract: Alastair Band
"
116674544043,Objective Manager,01428 642 136,,"Harrow House, 23 West St",Haslemere,,GU27 2AB,,Haslemere,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2016-04-29
By: Alastair Band
Contract: Alastair Band
"
116674555574,WMW,+44 (0) 207 579 1250,http://www.wmw.co.uk/,65 clerkenwell road ,London,,EC1R 5BL,,London,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2016-04-29
By: Alastair Band
Last Visited: 2016-05-03
By: Alastair Band
Contract: Alastair Band
"
116675600235,Catalyst Development Ltd,08709 014 155,,167 Fleet Street,London,,EC4A 2EA,,London,,,"Status: Active
Client Type: Site
Last Contacted: 2016-05-04
By: Danielle Green
Contract: Danielle Green
"
116659441697,Aberdeen Group Europe,,,"Wyvern House, Wyvern Way, Rockingham Road ",,,UB8 2XN,,,,,"Status: Incomplete
Client Type: Head Office
Contract: Adam Oliver
"
116659444906,Media Agency Group,02080033721 ,,"Digital World Centre , 1 Lowry Plaza ",Manchester ,,M50 3UB,,Manchester ,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2015-07-15
By: Simran Jutley
Contract: Simran Jutley
"
116659445191,Hallam Internet,08006 226 100,,"The Clock Tower, Talbot St ",Nottingham,,NG1 5GG,,Nottingham,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2015-07-15
By: Simran Jutley
Contract: Simran Jutley
"
116659456480,Chartered Institute of Marketing,01628 427 500,,Maidenhead,,,,GB,UNITED KINGDOM,,,"Status: Active
Client Type: Head Office
Last Contacted: 2015-08-11
By: Matthew Mangan
Contract: Matthew Mangan
"
116659460845,Faculty of Advocates,01312 265 071,,Parliament House,EDINBURGH,EDINBURGH,EH1 1RF,GB,"EDINBURGH, EDINBURGH, UNITED KINGDOM",,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2015-07-17
By: Matthew Mangan
Contract: Matthew Mangan
"
116659461421,Institution of Engineering and Technology (IET),01438 313 311,,"Michael Faraday House, Six Hills Way",,Hertfordshire,SG1 2AY,GB,"Hertfordshire, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Last Contacted: 2015-11-11
By: Matthew Mangan
Contract: Matthew Mangan
"
116659490929,The Challenge,02035422404,,"Elizabeth House  , Mezzanine Floor",London ,,SE1 7NQ,,London ,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2015-07-22
By: Simran Jutley
Contract: Simran Jutley
"
116659501863,Nexus,08719841919,,"Nexus House, Owlcotes Court,  141 Richardshaw Lane ",Leeds,,LS28 6AA,,Leeds,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2015-07-23
By: Simran Jutley
Contract: Simran Jutley
"
116659502431,"The Institute of Marine Engineering, Science and Technology (IMarEST)",020 7382 2600,,"Aldgate House, 33 Aldgate High Street",London,London,EC3N 1EN,GB,"London, London, UNITED KINGDOM",,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2015-07-27
By: Matthew Mangan
Contract: Matthew Mangan
"
116659502524,Institution of Mechanical Engineers (IMechE),02072 227 899,,1 Birdcage Walk,,London,SW1H 9JJ,GB,"London, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Contract: Matthew Mangan
"
116659502785,Royal Society of Medicine,020 7290 2900,,1 Wimpole St,London,,W1G 0AE,GB,"London, UNITED KINGDOM",,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2015-07-27
By: Matthew Mangan
Contract: Matthew Mangan
"
116659504950,Royal College of Paediatrics and Child Health,020 7092 6000,,5-11 Theobalds Rd,,London ,WC1X 8SH,GB,"London , UNITED KINGDOM",,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2015-07-29
By: Matthew Mangan
Contract: Matthew Mangan
"
116659508417,Marex Spectron,(0)20 7655 6000.,,"Level 5, 155 Bishopsgate",London,,EC2M 3TQ,,London,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2015-07-24
By: Danielle Green
Contract: Danielle Green
"
116659508445,BMO Global Asset Management,,,"8th Floor, Exchange House, Primrose Street",London,,EC2A 2NY,,London,,,"Status: Incomplete
Client Type: Site
Last Contacted: 2015-07-24
By: Danielle Green
Contract: Danielle Green
"
116659509165,ICE Futures Europe and ICE Clear Europe,02070 657 700 ,,"Milton Gate, 60 Chiswell St ",London,,,,London,,,"Status: Incomplete
Client Type: Site
Last Contacted: 2015-07-24
By: Danielle Green
Contract: Danielle Green
"
116659509363,Blind Veterans UK,01273 307811,,12-14 Harcourt Street,London,,W1H 4HD,GB,"London, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Contract: Matthew Mangan
"
116659509660,Citrix Systems,01753 276 200 ,,"Rheinweg 9 Schaffhausen, 8200 Switzerland",,Switzerland,8200 s,,Switzerland,,,"Status: Active
Client Type: Head Office
Contract: Timothy McAllister
"
116659510202,StarMark Trader,+44 (20) 7588 0444,,3 St Helens Place London ,,,EC3A 6AB,,,,,"Status: Incomplete
Client Type: Head Office
Contract: Timothy McAllister
"
116659510301,IPES,02077 980 900,,10 Lower Grosvenor Place London ,London,,SW1W 0EN,,London,,,"Status: Incomplete
Client Type: Head Office
Contract: Timothy McAllister
"
116659510622,Rooster Creative Marketing,,,Rooster Creative Marketing 8 Southgate Street Winchester Hampshire ,Southampton,,SO23 9EF,,Southampton,,,"Status: Incomplete
Client Type: Head Office
Contract: Timothy McAllister
"
116659511545,Christian Aid,02076 204 444 ,,35 Lower marsh,Waterloo,London,SE1 7KL,GB,"Waterloo, London, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Last Contacted: 2015-07-28
By: Kelsey Carew
Contract: Kelsey Carew
"
116659512098,Innovation,02074 302 720,,"Yarmouth house , 130 parkway, Solent Business Park",,Hampshire,PO15 7AE,,Hampshire,,,"Status: Active
Client Type: Head Office
Contract: Kelsey Carew
"
116659516941,World Animal Protection,02072390500,,"World Animal Protection Uk, 5th Floor, 22 Grays inn Road",London,,WC1X 8HB,,London,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2015-07-27
By: Kelsey Carew
Contract: Kelsey Carew
"
116659517043,The Royal Marsden Cancer Charity,02078 082 233,,"The Royal Marsden Cancer Charity, Fulham Road ",,London,SW3 6JJ,,London,,,"Status: Active
Client Type: Head Office
Last Contacted: 2016-10-21
By: Henry Jackson
Contract: Kelsey Carew
"
116659518237,Countryside alliance,02078 409 250,,367 Kennington Road,,,SE11 4PT,,,,,"Status: Active
Client Type: Head Office
Last Contacted: 2015-07-27
By: Kelsey Carew
Contract: Kelsey Carew
"
