company-externalId,company-name,company-locationName,company-locationCountry,company-locationZipCode,company-phone,company-website,company-document,company-note
292169-2469-1621,Uber 1,France - France,FR,75009,###,,,
292274-4738-12285,Brothers and Sisters,,,EC1R 0AT,+44 (0)20 7199 3100,,,
292275-9998-715,Brand Advocate,France - France,FR,92300 ,0141860743,http://www.brand-advocate.com/,,"Description: Brand Advocate étend son expertise au domaine des médias. Et vient pour ce faire de recruter Sarah Bouchrara au poste nouvellement créé de directrice media. Avant de rejoindre Brand Advocate, celle-ci a été chargée de la coordination media chez Cartier International de la zone Europe, Moyen-Orient et Amérique Latine.

la receptionniste dit qu'il n'y a pas de directeur clientèle. Les chefs de projets gèrent la relation clientèle
"
292401-9377-746,BVCA (British Venture Capital Association),,,WC2A 2AZ,0207 025 2950,www.bvca.co.uk,,
292421-6059-16300,Field Consulting UK,England,,SE1 1UN,020 7096 7734,,,
292448-7031-6325,Diamond Information Centre - TMI JWT (Dubai),,,,00971 422 15342,www.forevermark.com ,,
292560-4308-9181,Zeni,,,,,,,"Description: groupe Keyrus
"
29260/106,"Right click, enter name 37",,,,,,,
292602-9459-5348,Antimony Communications,,,,014 8341 6807,www.antimony.co.uk,,"Description: Antimony Communications was established in 1991 to meet the demand for high quality PR writing on technical subjects. Antimony Communications offers affordable public relations services for companies in sectors such as electronics, IT, engineering, instrumentation, research and technology and other high (and not so high) tech fields. 
"
292634-6838-974,CTL,,,,+49 228 85 44 78-0,http://www.elispot-analyzers.de/english/index.html?elispot-products-services.html,,
292666-2679-5116,Cre8 Results - Merged with Broadgate,England,,W1F 7EJ,0207 734 9199,http://www.cre8results.com,,
292674-4247-12216,Sandler Training,England,,,084 5838 9822,,,
292721-3143-7215,Picture Financial,,,,+4402 075 247660,,,
292763-2650-1159,Bridgehead,,,,02071 21 3320,,,
292804-2696-1534,Crepuscule Singapour,Singapore - France,FR,089590,+6562224132,,,
292831-9691-13246,Quality Systems,,,CA 92612,(949) 255-2600,,,
292930-5843-5199,Indigo PR Ltd. (Scotland),,,EH6 6SE,01315541230,www.indigopr.com,,
293070-8380-646,Treize Cent Treize,,,75012,+33 1 53 17 97 01,,,"Description: Auguste Thouard
EPA Sénart, 
groupe France Terre
Sogaris 
"
293078-8501-13133,Elliott Browne,United States of America,,NY 10004,+1 646 998 3979,www.elliottbrowne.com,,
293129-9078-12318,Prostate Cancer UK,,,,0208 222 7622,,,
293157-1488-14106,Three Little Things,England,,WC2E 9HA,+44(0)2033033168,www.3lthings.com,,
293194-2028-6304,Applied Biosystems,,,,+4401 925 825650,www.appliedbiosystems.com,,
293246-6818-8186,Simone,France - Paris,,75009,+331 40 22 09 54,http://www.agencesimone.com/,,
293385-7081-14351,KMS Team,Germany - Germany,DE,81379,+49(0)89490411-0,http://www.kms-team.com/,,
293483-2453-14191,TTi Global,England,,SL3 8DS,+44(0)1753214000,,,
293712-4132-12216,First Islamic Investment Bank,United Arab Emirates,,,973 1721 8992,,,
293772-9724-7159,Janssen-Cilag France,,,92130,01550 045 00,,,
293799-3482-1633,BringPlus 1,England,,W1J 8NR,07801053539,,,
293847-5393-13163,SRCG,England - United Kingdom,GB,SW19 5EG,07768 692038 ,www.srcg.com,,"Description: SRCG Convenience consulting

SRCG is an established FMCG consulting company specialising in convenience retailing and other convenient retail formats including Drug, DIY and Food.

We offer knowledge on each part of the consumer journey from the factory gate to the shopper purchase. We help retailers and manufacturers realize their strategy, performance objectives and way of working. Our core capabilities are:
Strategy development
Performance
Collaborative working

We are part of a global village of consultants and SRCG alumni that shares experience and knowledge. This brings capability to deliver projects around the world for retailers and manufacturers.

11-50 Employees

Managing Director: Neill Sherrell
Owner and director: Scott Annan 07774 696142
"
293900-4386-1514,CBA Asia,Hong Kong - Hong Kong,CN,"7/F RM. 701,",+85228684669,http://hk.cba-design.com/,,
293958-5251-1456,Foundation Trust Network,England,,,,,,
293968-9938-6152,Ofcom,,,SE1 9HA,020 7981 3000,www.ofcom.org.uk/,,
293982-7487-13193,Ralawise,England,,,"0800 212 180,01244 838395 ",,,
294042-5145-13193,Rocco Forte Hotels,England,,SW1Y 6NY ,+44 (0)20 7321 2626,,,
294065-7088-11272,Action PR (Qatar),,,,+974 4361499,www.actionprgroup.com,,
294086-7353-1399,Brand Learning,,,,,,,
294094-8664-15139,LEETCHI FR,France,,75010 ,0972444167,,,
294137-2077-16305,Popcorn PR,England,,HP7 0PX,01494 413170,,,
294218-4801-1678,Wool and the Gang,"London, United Kingdom",,,,,,
294280-8716-148,QualWorld,England,,,02072521118,http://qual-world.com/index.html,,
294314-1985-746,Intec Telecom Systems plc,,,,,http://www.intec-telecom-systems.com,,
294332-4819-6348,Conventions Business&Exhibitions,,,,,,,
294357-3753-11110,Dubai Financial Services Authority,,,,+971 (0)4 362 1500,,,
294373-1611-13112,Xchanging,England,,,020 7780 6999,,,
294381-6410-15100,Ingrid Design,Singapore - Singapore,SG,059217,+6562262652,,,
294404-5587-14352,QRS Market Research,England,,SG14 1XX,01992500355,http://www.qrs-research.co.uk/,,
294442-6725-13197,Snax 24,England,,SE3 0DZ,020 8319 3830,,,
294455-1158-54,"Right click, enter name 36",,,,,,,
29452/134,Ajilon Finance,,,,0161 2366866,http://www.ajilon.co.uk/pages/home.asp,,
294538-9178-11187,Nokia Siemens Network (Saudi Arabia),,,,+966 1 440 6000,,,
294546-8713-13179,Stephenson Etudes,Paris,,,+33140369305,,,"Description: With a panel of over 130,000 consumers in France, Stephenson Etudes is a specialist in recruitment for both qualitative and quantitative research.

"
294580-2074-6131,CAPITA GROUP,,,SW1H 0XA,020 7799 1525,http://www.capita.co.uk/,,
294692-9551-12304,MS Society,,,NW2 6ND,020 8438 0700 ,,,
294756-1857-8329,Healthcare for London (NHS Programme),England,,,020 8433 6892,,,
294787-7016-14181,Copal Amba,England,,SW1X 7NE,+448453307209,http://www.copalamba.com/,,
294835-4543-7341,Passerelles,,,75004 ,0810 440 111, http://www.passerelles.com ,,"Description: 07/12/07 : L’agence de communication corporate et de relations publiques Passerelles vient d'intégrer l'IPRN (International Public Relations Network), réseau international d'agences de relations presse et de relations publiques indépendantes. L’agence explique cette adhésion par sa ""volonté de mettre son expertise ‘""nationale et multi locale’ au service de marques étrangères souhaitant accroître leur notoriété en France (…) et d’offrir à ses clients un relais de communication pertinent et cohérent à l'étranger"". Créé en 1995, l'IPRN compte 37 agences réparties sur 30 pays.

Bureau a Paris et a Bordeaux
13 personnes

"
294892-4966-1678,Hackajob,"London, Greater London, United Kingdom",,,,,,
294984-1077-16321,The Influencer Group,England,,WC2H 0EW,(0) 207 259 9499,,,
295105-9105-12277,Space,England,,WC2E 7HF,+44 (0) 20 7520 5700,http://www.agencyspace.co.uk,,
295127-2778-13193,TRAC International,,,,+44 (0)1224 725800,,,
295131-4545-13172,G2 Joshua,England,,,,,,
295229-5181-10335,Abu Dhabi Health Council,,,,+971 2 449 3333,,,
295464-2013-12248,Edelman Amsterdam,Netherlands,," 66A
1082 MA ",003120-30 10 980,http://www.edelmanpr.nl/nl/,,
295534-2559-877,Maverick Publicity,,,EC1N 8EB,0207 269 0690,www.maverickpublicity.com,,"Description: A PR Agency that delivers bespoke communications solutions, expertly tailored to fit your brand, whether you are corporate or a boutique designer. 
Established in 1998 by Romaine Fulton-Hart, who brings the benefit of 20 years of public relations experience on both brands and international designer labels, along with expertise in a full range of PR disciplines. Maverick Publicity has a proven track record and long standing client relationships in Retail, Lifestyle, Home & Fashion achieving exceptional results for some of the UK's biggest brands.
Maverick is an agency where brand building campaigns are developed combining creative thinking, a dynamic approach and administrative discipline to deliver your brand in the right place, at the right time, to the right audience. 
A winning combination of extensive fashion expertise and a down to earth approach ensures that Maverick Publicity delivers against agreed objectives and exceeds them on a consistent basis, offering clients outstanding value for money. 

"
295604-5314-12216,Burson-Marsteller 2,England,,,02078316262,,,
295699-3761-6327,Inca Tanvir Advertising (Sharjah),,,,00971 655 93711,,,
295785-9710-13192,Chain Reaction Cycles,Northern Ireland,,,44 (0)28 9335 2976,,,
295817-9745-10329,London Borough of Hillingdon,,,UB8 1UW,(01895) 250111,,,
295849-1653-11103,Inc Direct,,,EN3 7SX,+44 (0) 20 8344 6280,http://www.incdirect.co.uk,,
295853-3205-1627,La Ruche Qui Dit Oui !,France - France,FR,75010,+33182289400,https://laruchequiditoui.fr,,
295877-6429-1283,CIG Healthcare Partnership,England,,,0207341530,,,
295926-9225-13191,BCS Global,England,,,+44 (0)1753 705 400,,,
295998-5843-14107,KPMG France,France,,,,,,
296127-2205-6327,Elan Advertising (Dubai),,,,00971 433 13456,,,
296266-2264-13100,Ranieri Communications,,,HP19 8YB,44(0)1296 394614,http://www.raniericommunications.com/contact/,,
296369-7009-11152,Plan Net Middle East,United Arab Emirates,,,+971 (4) 4393404,www.plan-net-group.ae,,
296426-5595-7199,EMAS European Medical Advisory Services,,,SG5 1MB,01462 435 001,www.emas-medical.com,,"Description: 109 Bancroft Road
Hitchin 
Herts 
SG5 1MB
01462 435001

"
296459-8894-15216,TMW unlimited,England,,W1F 9NB,+44(0)2073494000,,,
296474-1519-825,KuDOS Pharma,,,CB4 0PE,01223 719 719,,,
296562-3707-1678,Shoobs,"London, United Kingdom",,,,,,
296580-8368-15301,FCB Inferno,England,,WC2B 5AE.,(0)2030480000,http://www.fcbinferno.com/,,
296588-4461-1678,The Currency Account,United Kingdom,,,,,,
296718-2180-10340,Sensitive Projects,England,,SW1H 0RG ,0203 405 1400,,,
296741-3853-12289,Rivo Software,England,,,019 2662 2320,,,
296782-1490-11180,Virgin Health Bank,,,,+974 4491 2611,,,
296803-5653-941,Rambler's Association,,,,,,,
296891-8584-16341,Design is Dead,Belgium - Belgium,BE,2060,+32 (0)3 260 66 55,,,
296908-6618-7246,Ablynx,,,,,http://www.ablynx.com,,
296928-5896-8225,Intel,,,,,,,
296936-9091-852,Loudmouth Company,,,SE1 8UE,020 7981 9859,http://www.loudmouthpr.co.uk/,,"Description: Established in 1997 by founding partners Kim Van Haeften and Susan Perolls, Loudmouth PR represents an unparalleled combination of PR and marketing expertise.


"
297050-2908-898,LucasBrand,,,,+44 20 7871 6886,http://www.lucasbrand.com/index.htm,,"Description: Strategic Brand Consultancy
Set up by Keither Lucas

Founded in 2002 by Keith Lucas <keith_lucas.htm>, we are a UK-based strategic brand consultancy with an impressive portfolio of 
high-profile, international clients.
We focus on the big picture and begin by working with you to determine the unique and special differences that consistently distinguish your brand from any other. 
We then determine how best to express and sustain these values while aligning them with internal and 
external audiences. 
Finally, we work in partnership with you to implement the thinking and bring the vision to life.

Clients:
Media | Discovery Channel, Reed Elsevier, Aegis Plc
Telecommunications | BT Global Services, Batelco
Automotive | Toyota, Honda, Citroen
Motorsport | WilliamsF1, Arena International Motorsport 
Consumer Electrical | Electrolux, Remington 
Industrial| Rolls-Royce, Firmenich
Charity | NSPCC, Church of England
Healthcare | PPC Worldwide
Recruitment | Hydrogen Group
Management Consultancy | Bain & Company
Financial | Glitnir
Advertising | Ogilvy & Mather, Young & Rubicam, Stanford Burgess, The Ad Store
Research | Prescient, Millward-Brown
Design & Identity | Wolff Olins, Illusion Factor, Circle Design, Karoshi
Direct Marketing | OgilvyOne, Pell & Bales
Public Relations | LEWIS Public Relations
Brand Valuation | Intangible Business
Brand Experience | BRANDsense, The Aroma Company


"
297069-3420-1437,Buz PR,United Arab Emirates - United Arab Emirates,AE,P.O. BOX 126093,+97143589789,http://www.ibuz.ae/contact,,
297088-5865-1159,Passage Pieton,"Paris Area, France",,,,,,
297212-1070-6206,Wunderman,Paris,,92105,+331 46 84 34 22,http://www.wunderman.fr,,"Description: 
Marketing Services & digital

same traffic personne than Y&R
"
297352-1493-9183,FIMA,France,,75004,01 53 01 02 20,http://www.fimacom.com,,
297545-7569-1230,McCann Ekickson Shanghai,China,,200031,86 21 2411-1103,,,
297633-1392-1678,Dribble,United Kingdom,,,,,,
297802-8079-13281,Tourism Australia,England,,,+442074384600,,,
29784/111,TGI Corporation Ltd,,,,,,,
297851-4755-15112,Dynatrace,France,,92100,0141142000,http://www.dynatrace.com/en/index.html,,
297986-9724-1678,Hassle,"London, United Kingdom",,,,,,
297994-3850-5216,Amazon PR,England,,N1 1DH,0207 700 6952,www.amazonpr.co.uk,,
298062-7089-866,Museums Libraries and Archives Council (MLA),,,WC1B 4EA,020 7273 1444,www.mla.gov.uk,,
298073-8406-15202,Sponsorise Me,France,,75011,contact@sponsorise.me,,,
298319-9311-11104,National Bank of Abu Dhabi,,,,+971 26111111,,,
298330-4929-10201,Datamonitor China,,,100022,+ 86 10 6562 5371,,,
298361-6054-12216,ihotdesk,,,,080 0032 1000,,,
298368-6998-14259,M2RP,France - France,FR,37500,0975637816,http://www.m2rp.com/,,
298372-1409-5304,Clarity PR 1,England - United Kingdom,GB,SE1 9PD,+442071001333,www.claritycomms.com,,
298417-3707-13113,Thinkbox,London - United Kingdom,GB,SW1P 1JA,02076302320,,,
298425-8550-12216,Kao Brands Europe,England,,,0207-851-9800,,,
298430-5008-7201,Unipath Ltd,,,,,http://www.unipath.com,,
298515-3814-15125,Sendin Blue,France - /,,/,/,,,
298556-1100-13246,Anthelio Healthcare Solutions,USA - Central,,TX 75240,214-257-7000,,,
298581-4493-9129,Parthenon Group,,,SW1X 9LP,+ 44-20-7201-0460,http://www.parthenon.co.uk/contact/contactUs.html,,
298618-9872-746,The Whiteoaks Consultancy Ltd,,,GU9 7DR,+4401 252 727313,http://www.whiteoaks.co.uk/,,
298624-8587-6319,HK Pharma Ltd,,,,01462 433 993,,,
298628-3113-12216,Six Degrees,England,,,016 2848 0220,,,
298670-1386-16314,Golin Hamburg,Germany - Germany,DE,22761,+4940607712800,,,
298785-9083-13197,Peter Vardy,,,,0844 482 8999,,,
298823-9032-1522,Omnicell,United States of America - USA,US,CA 94043-4008,(800)850-6664,,,
298877-5806-8143,The Engage Group,England,,SE1 9BG,020 7939 7100,http://www.engagegroup.co.uk/talk_to_us.html,,"Description: sectors
Professional & financial services Energy & utilities Technology Lifecare Retail Infrastructure Government NGOs & charities 

clients
Acergy (formerly Stolt), Agusta Westland, Airbus, Allen & Overy, Arts Council, BNFL, BP, Cemex, ChemSystems, Clifford Chance, CMGL, COI, Corus, Costain, Coventry Building Society, DWP, Defra, Department for Education and Skills, DFID, Disability Rights Commission, English Partnerships, Environment Agency, FCO, First ScotRail, GSK, Housing Corporation, ILF, LUL, Menzies Aviation, NAG, Ofsted, O2, Pfizer, Serco, Schroders, Scottish Power, Shell, Signature Flight, Sony BMG, TEVA, TfL, Total, Unilever, United Technologies, Vodafone, Virgin Media, Wyeth and Yorkshire Water

"
298922-3356-14190,Airbus FR,France - FRANCE,FR,31700,33561157985,,,
298961-9610-1276,Ketchum (Brazil),Brazil,,,+55-11-5090-8900,,,
298973-6154-1316,Adelphi Group,England,,SK10 5JB,+44 1625 577233,http://www.adelphigroup.com/,,"Parent Company: Omnicom
Description: Adelphi is unique in the world of pharmaceutical consultancy and service provision. Adelphi’s offer spans the lifecycle of pharmaceutical development, with comprehensive services in Strategic Product Development Consultancy, Health Economics and Outcomes Research, Real World Disease Understanding, Marketing Research, Medical Communications and Post-meeting Brand Support Services.
"
299003-3036-14350,Cartlidge Levene,England,, EC1V 9HL,+44(0)2072516608,http://cartlidgelevene.co.uk/category/recent,,
299051-1743-1781,Infra Capital Investment,United Arab Emirates,,00971,0097126811233,www.infracap.ae,,
299070-9148-16299,Kurt Geiger,England,,EC1M 5UA,020 7546 1888,,,
299216-9674-8211,Design House,United Arab Emirates,,,971 4 2690419 ,,,
299246-9359-5195,Alliance Paris,France,,92200,0141057300,www.alliance.fr,,"Description: 40 peolple, independant, network Trans European Network.

"
299249-7461-1166,QInvest LLC,,,,+974 4405 6666 ,http://www.qinvest.com,,
29927/215,Albemarle Interim Management Plc ,,,,(0207) 079 3737,http://www.albemarleinterim.co.uk,,
299313-6868-6102,Image 7,France,,75116, 01 53 70 74 70,www.image7.fr,,"Description: DG: Anne Meaux

Description
L’image d’une entreprise, d’une institution française ou internationale est décisive pour sa crédibilité et son développement.

Image Sept assure le conseil en stratégie de communication, pour valoriser l’image de ses clients :
- en identifiant et mettant en valeur les thèmes porteurs,
- en sensibilisant les relais d’opinion,
- en les assistant dans l’organisation et la gestion des contacts institutionnels et médias. 

Elle fait bénéficier ses clients internationaux de sa connaissance des réalités politiques, économiques et culturelles de la France.

Pôles de compétences : 
Communication de crise
Reconnue pour sa compétence dans la gestion de la communication de crise, Image Sept a mis en place les outils et procédures indispensables pour gérer et anticiper les situations critiques.
Cela lui permet d’assurer des interventions ponctuelles pour tous les types de crise (économique, sociale, environnementale, juridique…) et de tenir un rôle d’alerte sur les événements (industriels, financiers, environnementaux ou sociaux) auxquels l’entreprise et ses dirigeants peuvent se trouver brutalement exposés.

Communication sociale 
L’image sociale est une composante de plus en plus importante de la perception globale de l’entreprise, en particulier en France.
Image Sept travaille en étroite relation avec les directions des ressources humaines de ses clients, afin de gérer et d’anticiper les éventuels risques sociaux et de les aider à valoriser leurs innovations sociales.

Media training et coaching
Image Sept dispense des formations pragmatiques et concrètes à la communication et aux relations presse, qui se fondent sur l’alternance de conseils techniques et d’entraînement à l’expression orale, notamment par des exercices videos.
Cette formation se déroule au siège d’Image Sept, dans un studio TV dédié.

Affaires publiques 
Image Sept a mis en place un département spécialisé dans la communication en direction des responsables politiques : membres du gouvernement, cabinets ministériels, députés et sénateurs, présidents des exécutifs départementaux et régionaux, élus locaux et grandes associations d’élus (AMF, ADF, ARF…), grandes institutions européennes (Parlement, Commission…).
Conseil dans la stratégie de sensibilisation des pouvoirs publics aux enjeux de ses clients, Image Sept les accompagne dans l’organisation et la gestion des contacts avec les responsables institutionnels concernés.
Lors de l’examen par le parlement de textes relatifs à leur secteur d’activité, Image Sept assiste également ses clients pour tout ce qui concerne le domaine législatif (veille, suivi de projets de loi, interventions législatives…).


Communication financière 
L’image d’une entreprise sur les marchés financiers a un impact direct sur sa capacité de développement et d’investissement : elle doit pouvoir générer la confiance grâce à ses résultats, sa solidité financière, ses perspectives de développement, sa pérennité. C’est pourquoi la communication financière fait partie intégrante de sa stratégie globale.
Image Sept accompagne les entreprises dans :
- la construction de leur perception par les marchés (synthèses de notes d’analystes, études de perception, benchmarking des concurrents) ;
- la définition du contenu et de la structure du discours (communiqués de presse, présentations, élaborations de Q&A…) ;
- la gestion des relations avec la presse et la communauté financière (analystes, gérants) lors des évènements récurrents (CA, résult
"
299385-4117-16333,Mastercard MEA,United Arab Emirates,,P.O. Box 500003,,,,
299429-2532-14351,Endenspiekermann,Netherlands - Netherlands,NL,1013 NJ ,,http://www.edenspiekermann.com/,,
299479-6696-11248,Abu Dhabi Media Company (ADMC),,,,+971 2 414 4000,,,
299503-2398-1694,FullSIX 3,England,,W1W 7PA,+442079080700,www.fullsixuk.com,,
299530-3243-1628,Aressy,France - France,FR,92150,/,,,
299605-6487-831,Edit&moi,,,75018 ,+331 58 59 26 64,http://www.editetmoi.fr/,,"Description: They are looking for :
- directrice de clientele 10 years experience
Charge du pilotage et du dvpt du portefeuille client
Forte de conviction, forte capacite d'analyse et de conseil, reelle aisance relationnelle
- Directeur artistique - 10 year experience minimum
bonns connaissance de l'univers ""maison""
- 1 productrice senior - 10 yeras experience grande districbution
autonome, en charge coordimnation  et pilotage des realisations (brief, devis, planning, suivi, gestion des infos)
"
299659-8713-12216,energy Institute,England,,,020 7580 2230,,,
299744-9312-6123,Mousquetaire,,,,,,,
299764-2248-1678,Wordy,"London, United Kingdom",,,,,,
299829-2134-15334,Innerworkings France,France - France,FR,92100,+33146036107,,,
299894-9198-1549,armstrong,France - France,FR,75002,/,,,
299939-7635-15146,Union Room,England - England,GB,NE6 2HL,01912289444,,,
299941-3399-1599,DAMAC Properties,United Arab Emirates,,777,+97143731000,,,
299949-5779-14171,SB Communications Group,England,,SE1 9PG,02076271510,,,
299997-5858-6270,RPCA Thomsoncorp company,,,,,,,
30002/211,Lexington Communications,England,,WC1V 7BD,0207 025 2300,www.lexcomm.co.uk,"com_HS DOC Internal Use Only - Lexington Communications.doc,com_Lexington external.doc","Description: News:

21.05.07 J.Frost - 22-23 people: 2x partner, 2x director, 7x senior consultant, 7x consultant, 3x researcher. Developing new business area: regeneration, recruit grads through their own internship scheme. V. Flat structure
06.07 - AD Laura Montgomery accepted offer from Fishburn Hedges, to start in August.
09.07.07 - AM Jessica Frost accepted offer from Open Road, to start in August.

08.08.07 PRW - FH has swooped for Lexington Communications lobbyist and former Conservative Party staffer Laura Montgomery.
19.10.07 PRW - Liz Kendall, former special adviser to ex-health secretary Patricia Hewitt joins as the agency attempts to win more business in the fields of healthcare and life sciences. She is currently working at the agency on a freelance basis.
15.02.08 PRW Feature - on agencies that would be attractive in mergers/acquisitions in 2008:  Public affairs agency with a fee income of roughly £4m last year and around 30 staff. Has been playing hard to get. Unlikely to forego its name and even less likely to join a big marcoms group.
22.02.08 PRW - confirmed they are working for the biotech body, Agricultural Biotechnology Council (ABC), at the centre of a front-page GM foods expose in The Guardian newspaper.  Lexington director Emma Cerrone said Lexington advised ABC on 'all aspects of external comms'.
15.04.08 PRW - Lost out on Lloyds Pharmacy pitch to Insight PA.  APCO also pitched.
01.05.08 PRW - Lexington is understood to be opening a public affairs shop in the north of England.  Headhunters are said to have been contacting senior PROs at northern agencies in the hope of hiring an MD for a Manchester branch of the lobbying outfit.  Lexington is believed to be looking to take advantage of a property boom in the area, offering planning support to regional developers.
01.05.08 PAN - Ruth Greenwood leaves Lexington for E.ON UK where she joins as a Senior PA Executive.
01.08.08 PAN - Winner of PAN ‘Newcomer of the Year’, Craig Jones has joined Lexington from the Charity, 4Children.  He joins as a Senior Consultant.
15.09.08 PRW - The Energy Retail Association has appointed Lexington Communications to handle its public affairs and PR. Mike Craven's agency won a five-way pitch for the business, which was previously held by Four Communications.
10.10.08 PAN - Opening Manchester Office with senior hire.  Paul Boyfield - PPS Group’s Manchester office head will lead the new venture.
17.10.08 PRW - Lexington Communications has hired Damian Collins, MD of Influence Communications, as senior counsel. Influence Communications is part of M&C Saatchi.

****************************************************INTERNAL USE ONLY - DO NOT SEND TO CANDIDATES*******************************************************

Lexington Communications

General:

Independent, traditional public affairs agency.  Straight up strategic public affairs, not very creative, quite hard-nosed political gurus.

Flat structure: research consultant, consultant, senior consultant, associate director, director, partner.

Culture & offices:

·	Intellectual.  Have to let them go down to see if personalities will clash or not.  They are quite serious, like very professional, driven people.
·	Offices are light and airy, bordering on cold though.  Nice reception area with a TV and purple everything (corporate colour).

Services:

·	·	Crisis Management
·	Government & Public Affairs
·	Strategic Communications & Media Relations
·	Bid Support & Competition Policy Assignments
·	Campaigns
·	Winning Planning Permission
·	Advocacy Training
·	Design Production

Selling Lexington to people:

·	Variety.  In client accounts - will take on a property or health focused person and let them slowly expand into other areas, in fact they actively encourage this.
·	Strategic PA.  A lot of board level interaction with clients.  Lexington consultants must be robust enough to stand up to CEOs - equally, you will get to consult to a very senior level.
·	Independent.  PRWeek (Feb 2008) identified them as a company that would be desirable for a marcoms agency to buy.  They have plans to remain independent for at least the next 5 years.  This also means equity at director level.
·	Retention.  Clients - have had BA for 10 years.  Sarah Doyle is bright, something’s kept her there for 10 years, and they do have relatively high consultant retention.
·	New business.  Take it quite seriously, will let consultant level people get involved.  Although realistically, it’s more the senior level where all this happens.

Key criteria for candidates:

·	Intelligence.  Have to stand up to intellectual challenge; they are quite tough once they are actually through the door at interview.
·	Understanding.  Politics, not as bothered about media unless that is their background.  If they have not got extreme political depth, they will not get far.  Unless they are coming from a PR background, then obviously the focus is different, and they will likely be coming from a health PR background - specific knowledge here must be strong, Sarah Doyle will grill.
·	Professional enthusiasm.  For politics.  Not too enthusiastic.  They are quite reserved.

Grad CVs:

All researcher level candidates must have experience working in Westminster with an MP, preferably for around 6 months plus.  This is in order to show that depth of knowledge regarding the inner workings of Westminster that you just won’t get from a politics degree.

Recruitment at Lexington:

Approach either Emma Cerrone or Sarah Doyle, pretty interchangeably.  Sarah tends to be more willing to discuss what is going on, but is in the office less regularly than Emma.  For health focused candidates, approach Sarah; for media and property Emma or Wyn.

They will nearly always see good candidates on spec and think they get a high calibre of candidate from us; don’t send them people with weak academics.  If they do have a specific brief out, it will be associated with one of their levels or broad practice areas, not usually client specific. (i.e. - property, health or media focused.)

Lexington are more harsh on candidates from an agency background, as they expect more, especially in terms of political depth.  They are flexible on background though and will look at in house people.

Their reputation and heritage is very left wing, so always keen to get someone with good Tory contacts and understanding.

Sending candidates to Lexington:

·	Can call to sell candidates in, but just an email works just as well, as the directors spend a lot of time out of the office on their Blackberrys.
·	Make a note of political activity outside of work - they like to see people are engaged.
·	Include education.
·	If they are specialised, note whether they want to remain so or expand - and into which sectors, make it relevant to their mainstream - transport, media, financial, food.

Interview Process:

Usually 3 stages, unless they are pushed for time, in which case there will be 2.  Always meet a director (or Matt, their associate) at first stage.  2nd or 3rd stage will involved meeting both partners.  Usually meet two people at each stage, but have been known to do a 2nd or 3rd stage with both partners and a director.

Lexington use personality testing at 2nd stage and the test is about 5 minutes long and will generally be taken just before they go in.  Presentations are commonplace at either 2nd or 3rd stage:
·	Researcher - will ask them to prepare a research document - either on policy or an MP profile.  Examples will usually be given along with the task.
·	Consultant - task may be research or strategy based and they will typically only ask for one A4 page worth of work.  Will be to test their approach to a policy issue.  Might be with regard to a new biz pitch.  The candidate will be expected to present the task. See examples in “interview prep” folder.
·	Senior consultant and above - likely to be a presentation - any format of the candidate’s choice - PowerPoint or just plain talking with a handout.  Will likely to be to do with how the candidate can see taking business forward with Lexington or a strategy piece on a specific scenario.

Key People:

·	Mike Craven & Ian Kennedy - founding partners.  Interviews with them are tough; they challenge the candidate’s political knowledge in particular.  Not massively warm but will get on well with likeminded people (i.e. business friendly, politically astute professionals.)
·	Emma Cerrone - director [media, property, agribusiness & FS] - again, quite cold at interview, very picky with regard to political depth of candidates.  Will be relatively frank with feedback.  Usually involved if candidate has anything to do with property or media.
·	Sarah Doyle - director [healthcare] - been there since she was a researcher, 3rd person in.  a bit nicer than Emma at interview
·	Wyn Evans - director [comms & property] - nice guy, not a tough interviewer although will ask hard questions.  Usually strikes great rapport with candidates, is definitely the warmest of the lot.
·	Matt Holmes - associate director [financial & general] - nice, friendly, but quite to the point.  Taking more active role in recruitment, will often do first rounds for researchers and the consultant level.

Offers from Lexington:

·	They like to think that they are conservative with offers, but will stretch for the right person.
·	Will get into a bidding war if they think the person is worth it, but have backed off when candidates have had a couple of other offers coming in.

Approximate salary bands:

·	Trainee - £18k, might stretch to £22
·	Consultant - typically £25-35k
·	Senior Consultant - £35-55k
·	Associate Director - £50 plus
·	Director - £ probably 6 figures, but not sure

Benefits:

·	Pension 3% matching
·	25 days holiday plus extra half day for birthday
·	£200 activity budget
·	10% bonus (company performance)  paid end of October

Previous placements with Lexington:

·	Apr 08 - Abigail Stapleton - SAE from Weber Shandwick (on £27k, offered £33k, got £35k)

Previous offers [fallen through] from Lexington:

·	Mark Saxon - AD from Shire Health - placed with Hanover (better op)

"
300030-9063-6328,Detica Information Intelligence,,,WC2R 3az,+4401 483 816000,www.detica.com,,
300090-8215-11269,Gulf Bridge International,,,,+974 77770424,www.gbiinc.com,,
300119-5906-11200,Vital Marketing,England,,CV32 5PZ,01926 338811,,,
300121-8697-6320,Searle,,,,01304 616 161,,,
300184-9760-14154,Capital economics,England - United Kingdom,GB,SW1W 9TR,+442078235000,https://www.capitaleconomics.com,,
300252-7077-6135,JARDINE LLOYD THOMPSON GROUP,,,EC3N 2PH ,+44 (0)20 7528 4444,www.jltgroup.com/,,
