company-externalId,client_id,company-name,company-phone,company-website,company-locationAddress,company-locationCity,company-locationState,company-locationZipCode,company-locationCountry,company-locationName,company-document,insert_timestamp,company-owners,company-note
77326,1094203,B & Q,02380 690 000,,"Portswood House, 1 Hampshire, Corporate Park, Chandlers Ford","Eastleigh, Hampshire",,SO53 3YX,,"Eastleigh, Hampshire",,21/01/2009 11:40:22,Eric@initi8recruitment.com ,"ID: 1094203
Status: Active
Created By: Eric Thwaite
Last Contacted: 2009-02-09
By: Sam King
Last Updated: 2017-05-04
By: Sam Covey
Last Perm Job: 2009-02-09
Managed By: Sam King
Contract: Eric Thwaite
"
77340,1094204,Network Rail 2,020 3356 9595,,"Kings Place, 90 York Way ",London,,N1 9AG,GB,"London, UNITED KINGDOM",,21/01/2009 12:55:58,Stephen@initi8recruitment.com ,"ID: 1094204
Status: Incomplete
Last Updated: 2009-01-21
Contract: Stephen Hellier
"
77506,1094205,Ralph Lauren,004122 5455 400,,"8 Chemin Dei Blandonnet, 1214 Vernier",Geneva,,1214,CH,"Geneva, SWITZERLAND",,22/01/2009 10:50:05,Stephen@initi8recruitment.com ,"ID: 1094205
Status: Active
Source: 8249263
Last Contacted: 2013-09-06
By: Jan Cook
Last Updated: 2017-01-10
By: Sam Covey
Last Perm Job: 2011-07-27
Managed By: Stephen Hellier
Last Contract Job: 2011-12-21
Managed By: Jan Cook
Contract: Stephen Hellier

General Notes: 
CREATED DATE: Jan 27 2009 11:30AM
020 7535 4600

"
77533,1094206,Bonamy Finch,01932 808 295,,"Coveham House, Downside Bridge Road",Cobham,Surrey,KT11 3EP,,"Cobham, Surrey",,22/01/2009 12:30:42,Sara.Turkes@initi8recruitment.com,"ID: 1094206
Status: Active
Created By: Sam King
Last Contacted: 2015-10-06
By: Kelsey Carew
Last Updated: 2016-06-26
By: Karen Hellier
Last Perm Job: 2009-01-22
Managed By: Sam King
Contract: Sara Turkes
"
77562,1094207,Fritz Schumacher AG,+41 62 388 3410,,Frohalpstr 27,Zurich,,8038,CH,"Zurich, SWITZERLAND",,22/01/2009 15:01:20,Stephen@initi8recruitment.com ,"ID: 1094207
Status: Incomplete
Source: 8249263
Last Updated: 2016-07-13
By: Karen Hellier
Contract: Stephen Hellier

General Notes: 
CREATED DATE: Jan 22 2009  3:02PM
09.10.13 - Given Mr. Kilchenmann's mobile number from reception - called him, but he hung up. Will try again at a later date. (Rene Muller is not at the company any more!)

16.10.13 - Called Mr. Kilchemann - he was busy, but asked me to call back Thu. or Fri.

18.10.13 - Spoke to Mr. Kilchenmann, who said that FS are hesitant to use external help in order to fill curr. roles, but will consider top candidates for two roles avail. on www.jobwinner.ch (search under company name): these are for a regional account manager in Zurich & IT support role. Mr. Kilchenmann is the correct point of contact for these. Details sent over.


"
77570,1094208,Schmid Telecom AG,+41 44 456 1111,,Binzstr. 35,Zurich,,8045,CH,"Zurich, SWITZERLAND",,22/01/2009 15:20:26,Stephen@initi8recruitment.com ,"ID: 1094208
Status: Incomplete
Last Updated: 2016-07-26
By: Sam Covey
Contract: Stephen Hellier
"
77584,1094209,AG FÜR DIE NEUE ZÜRCHER ZEITUNG,0041 44 258 1111,,Falkenstr. 11 PF ,Zurich,,8021,CH,"Zurich, SWITZERLAND",,22/01/2009 15:44:28,Stephen@initi8recruitment.com ,"ID: 1094209
Status: Incomplete
Last Updated: 2009-01-23
Contract: Stephen Hellier
"
77587,1094210,Argus 2,+41 44 388 82 00,,Streulistr. 19,Zurich ,,8032,CH,"Zurich , SWITZERLAND",,22/01/2009 15:50:02,Stephen@initi8recruitment.com ,"ID: 1094210
Status: Active
Source: 8249263
Last Contacted: 2015-02-18
By: Lawrence Donnelly
Last Updated: 2016-06-19
By: Karen Hellier
Contract: Stephen Hellier

General Notes: 
CREATED DATE: Oct 23 2012  1:06PM
18/02/15 - Advised to call back as he currently isn&#39;t available


"
77589,1094211,BDO AG,004144 444 3555,,Fabrikstr. 50,,Zurich ,8031,CH,"Zurich , SWITZERLAND",,22/01/2009 15:59:53,Stephen@initi8recruitment.com ,"ID: 1094211
Status: Active
Last Contacted: 2012-12-13
By: Christine Horak
Last Updated: 2016-06-22
By: Karen Hellier
Contract: Stephen Hellier

General Notes: 
CREATED DATE: Aug 27 2013  9:37AM
chris Scholl is the right person

"
77592,1094212,Catapult,0041 444 666 700,,Gutstr. 73 ,Zurich ,,8055,CH,"Zurich , SWITZERLAND",,22/01/2009 16:03:52,Stephen@initi8recruitment.com ,"ID: 1094212
Status: Incomplete
Last Updated: 2009-01-27
Contract: Stephen Hellier
"
77597,1094213,Condor Communication,004144 256 1515,,Kreuzstr. 2,Zurich,,8034,,Zurich,,22/01/2009 16:13:16,Stephen@initi8recruitment.com ,"ID: 1094213
Status: Incomplete
Source: 8249263
Last Contacted: 2013-02-13
By: Gurdeep Singh
Last Updated: 2013-10-16
By: Annahita Lagevardi
Contract: Stephen Hellier

General Notes: 
CREATED DATE: Oct  9 2013 10:09AM
09.10.13 - Spoke to Markus Roethl (slightly reserved, but OK), who said that all recruitment channels need to run via Maurus Eugster (Head of HR) and that he would discuss this with his delegate.
16.10.31 - Maurus Eugster (Finance Director) on +41 44 256 15 11.

"
77603,1094214,Marti Communications AG,+41 44 395 4100,,Buehlstr. 2,Zurich,,8125,CH,"Zurich, SWITZERLAND",,22/01/2009 16:19:29,Stephen@initi8recruitment.com ,"ID: 1094214
Status: Incomplete
Source: 8249263
Last Updated: 2016-07-27
By: Karen Hellier
Contract: Stephen Hellier

General Notes: 
CREATED DATE: Oct 10 2013  2:52PM
10.10.13 - Passed on at the helpdesk to Peter Marti. Spoke to him & he assured me his company is too small to support our services.


"
77658,1094215,Jelly Fish,01604 233 933,,18 York Road,Northampton,,NN1 5G,GB,"Northampton, UNITED KINGDOM",,23/01/2009 09:39:21,Stephen@initi8recruitment.com ,"ID: 1094215
Status: Active
Source: 8249263
Last Contacted: 2009-02-17
By: Stephen Hellier
Last Updated: 2016-07-25
By: Karen Hellier
Contract: Stephen Hellier
"
77666,1094216,Nunwood 2,0845 3720103,,"72-82 Rosebury Avenue, Clerkenwell",London,,EC1R 4RW,GB,"London, UNITED KINGDOM",230434.doc,23/01/2009 10:04:10,Eric@initi8recruitment.com ,"ID: 1094216
Status: Incomplete
Created By: Eric Thwaite
Source: 8249263
Last Contacted: 2011-07-08
By: Jerome Marks
Last Updated: 2016-07-29
By: Sam Covey
Last Perm Job: 2011-07-08
Managed By: Jerome Marks
Contract: Eric Thwaite

General Notes: 
CREATED DATE: Mar 10 2009  5:29PM
Jobs at Nunwood:
For all Recruitment Agencies 
At Nunwood, we are currently increasing our direct applicants every month, and this is something we want to continue with for years to come. We get a huge amount of calls per day from recruitment agencies and it is very difficult to keep in contact with everyone of them. 

We have a PSL (Preferred Suppliers List) in place that we have worked very hard to build and maintain relationships with. At the moment we are not looking to review this PSL. 

If you wish to contact us, and build a working relationship €“ please follow these instructions: 
€¢	Firstly, you must have a candidate who fits all the criteria explained in our job specifications 
€¢	The candidate will have been fully interviewed and referenced (personnel and professional) 
€¢	Your candidate will send a cover note as to why they would like to be submitted for a role with us 
€¢	You will be in agreement with our Terms and Conditions €“ please follow this link 
€¢	Once you have agreed to our Terms and Conditions please send the candidates details to  emmacarter-smith@nunwood.com 
Please only send the best candidates who fully match the job specification. 

Other notes to acknowledge:
€¢	You will never advertise on our behalf with our company logo 
€¢	If we receive a CV from you that does not fulfil the above, we are not able to consider the application 
€¢	Temporary and Contract Workers €“ We do not take on Temporary or Contract workers at any time 
€¢	If you decide to call us we will ask you to email your details over €“ we do not take cold calls from agencies who aren€™t on our PSL 
€¢	Should you wish to send your details over for when we review our PSL €“ please email them to
 emmacarter-smith@nunwood.com 
We will file your details and will refer to them in case we need help in the future. Please do not call us €“ we will call you if our situation changes or we require help filling a vacancy. 

In your email please specify which areas you specialise in: 

If you do call us consistently and don€™t follow our guidelines we will blacklist your agency €“ while this is not our preferred method for dealing with agencies, we want to concentrate our energies on people who apply who really want to work for us 
Kind regards
Kerah


"
77691,1094217,Unicef,0207 490 2388,,"UNICEF House, 30a Great Sutton Street    ",London,,EC1V 0DU,,London,,23/01/2009 10:25:54,Adam.oliver@initi8recruitment.com ,"ID: 1094217
Status: Active
Created By: Sam King
Last Contacted: 2015-08-26
By: Kelsey Carew
Last Updated: 2016-07-20
By: Sam Covey
Last Perm Job: 2015-07-07
Managed By: Timothy McAllister
Contract: Adam Oliver
"
77754,1094218,Guardian Direct Marketing,01284 717 010,,"Boldero Road, Moreton Hall Industrial Estate",Bury St. Edmunds,,IP32 7BS,,Bury St. Edmunds,,23/01/2009 11:05:25,Adam.oliver@initi8recruitment.com ,"ID: 1094218
Status: Active
Created By: Sam King
Last Updated: 2016-07-18
By: Karen Hellier
Contract: Adam Oliver
"
77831,1094219,ABB Schweiz AG,+41 58 585 0000,,Brown Boveri Strasse 6,"Postfach, Baden",,5401,CH,"Postfach, Baden, SWITZERLAND",,23/01/2009 12:38:20,Stephen@initi8recruitment.com ,"ID: 1094219
Status: Incomplete
Source: 8249263
Last Contacted: 2013-03-26
By: Christine Horak
Last Updated: 2013-12-11
By: Annahita Lagevardi
Contract: Stephen Hellier
"
77833,1094220,Swiss Post,004131 338 1111,,Nordring 8 ,Berne ,,3030,CH,"Berne , SWITZERLAND",,23/01/2009 12:40:48,Stephen@initi8recruitment.com ,"ID: 1094220
Status: Incomplete
Source: 8249263
Last Updated: 2016-07-25
By: Sam Covey
Contract: Stephen Hellier
"
77835,1094221,Unic Internet Solutions,0041 31560 1212,,Hohlstrasse 536,Bern,,3007,CH,"Bern, SWITZERLAND",,23/01/2009 12:43:20,Stephen@initi8recruitment.com ,"ID: 1094221
Status: Incomplete
Last Updated: 2016-07-20
By: Sam Covey
Contract: Stephen Hellier
"
77837,1094222,Avaya,0041 44 878 141,,Hertistrasse 31,PO BOX 6587,,8304,,PO BOX 6587,,23/01/2009 12:45:06,Stephen@initi8recruitment.com ,"ID: 1094222
Status: Active
Source: 8249263
Last Contacted: 2009-01-23
Last Updated: 2016-06-19
By: Karen Hellier
Contract: Stephen Hellier
"
77839,1094223,Xrite,0041 44 842 2400,,Althardstrasse 70,Regensdorf,,8105,CH,"Regensdorf, SWITZERLAND",,23/01/2009 12:52:25,Stephen@initi8recruitment.com ,"ID: 1094223
Status: Incomplete
Source: 8249263
Last Contacted: 2013-02-28
By: Christine Horak
Last Updated: 2016-07-18
By: Sam Covey
Contract: Stephen Hellier
"
78055,1094224,Time Magazine,02031483000,,"Bluefin Building, 110 Southwark Street",London,,SE1 0SU,,London,,23/01/2009 16:19:09,Adam.oliver@initi8recruitment.com ,"ID: 1094224
Status: Incomplete
Created By: Sam King
Last Contacted: 2016-10-21
By: Henry Jackson
Last Updated: 2016-10-21
By: Henry Jackson
Contract: Adam Oliver
"
78067,1094225,Walter Meier AG,+41 44 806 4141,,Switzerland ,Zurich,,,,Zurich,,23/01/2009 16:42:48,Stephen@initi8recruitment.com ,"ID: 1094225
Status: Incomplete
Last Contacted: 2009-01-23
Last Updated: 2016-07-19
By: Sam Covey
Contract: Stephen Hellier

General Notes: 
CREATED DATE: Oct 17 2013  9:17AM
17.10.13 - Mr. Waldis is on hols until Mon. 21.10.13.


"
78070,1094226,SIX Securities Services,+41 62 205 3111,,Baslerstrasse 100,Olten,,4600,CH,"Olten, SWITZERLAND",,23/01/2009 16:49:15,Stephen@initi8recruitment.com ,"ID: 1094226
Status: Incomplete
Source: 8249263
Last Contacted: 2009-01-23
Last Updated: 2016-07-26
By: Sam Covey
Contract: Stephen Hellier

General Notes: 
CREATED DATE: Dec  2 2013  5:24PM
06.12.13 - Mr. Bossard could not be found on the system.


"
78389,1094227,Channel 4,02073 964 444,,124 Horseferry Road ,London,,SW1P 2TX ,GB,"London, UNITED KINGDOM",,26/01/2009 15:09:03,Stephen@initi8recruitment.com ,"ID: 1094227
Status: Active
Source: 8249263
Last Contacted: 2017-04-26
By: Henry Jackson
Last Updated: 2017-04-26
By: Henry Jackson
Last Perm Job: 2015-03-04
Managed By: Marcin  Hordyniec
Contract: Stephen Hellier
"
78672,1094228,LLoyds Commercial Banking,0121 625 6161,,125 Colmare Row,Birmingham,,B3,,Birmingham,,27/01/2009 09:26:53,Eric@initi8recruitment.com ,"ID: 1094228
Status: Incomplete
Created By: Eric Thwaite
Last Contacted: 2016-02-11
By: Danielle Green
Last Updated: 2018-07-16
By: Karen Hellier
Contract: Eric Thwaite
"
78676,1094229,Allegran,02074 381 030,,"Northcliffe House, 2 Derry Street",London,,W8 5TT,,London,,27/01/2009 09:42:07,Sara.Turkes@initi8recruitment.com,"ID: 1094229
Status: Active
Created By: Sam King
Last Updated: 2016-06-18
By: Karen Hellier
Contract: Sara Turkes
"
78681,1094230,IRI,01344 746 000,,"Eagle House, Bracknell",Berkshire,,RG12 1HS,GB,"Berkshire, UNITED KINGDOM",,27/01/2009 09:50:27,Eric@initi8recruitment.com ,"ID: 1094230
Status: Active
Created By: Eric Thwaite
Last Contacted: 2019-02-07
By: Eric Thwaite
Last Updated: 2019-02-08
By: Eric Thwaite
Last Perm Job: 2019-02-07
Managed By: Eric Thwaite
Contract: Eric Thwaite
"
78687,1094231,Ebiquity,02076 509 600,,"City Point, 1 Ropemaker Street, London EC2Y 9AW",London,,EC2Y 9AW,GB,"London, UNITED KINGDOM",,27/01/2009 09:56:20,Eric@initi8recruitment.com ,"ID: 1094231
Status: Active
Created By: Eric Thwaite
Last Contacted: 2017-02-01
By: Henry Jackson
Last Updated: 2017-02-01
By: Henry Jackson
Last Perm Job: 2016-07-20
Managed By: Adam Oliver
Contract: Eric Thwaite
"
78698,1094232,DLG,01923 281 700,,64 Clarendon Road,Watford,Hertfordshire,WD17 1DA,,"Watford, Hertfordshire",,27/01/2009 10:29:22,Adam.oliver@initi8recruitment.com ,"ID: 1094232
Status: Active
Created By: Sam King
Last Updated: 2016-07-05
By: Karen Hellier
Contract: Adam Oliver
"
78810,1094233,TUI,01293645700,,"TUI Travel House, Crawley Business Quarter",Crawley,West Sussex,RH10 9QL,,"Crawley, West Sussex",,27/01/2009 15:35:50,Adam.oliver@initi8recruitment.com ,"ID: 1094233
Status: Incomplete
Created By: Sam King
Last Contacted: 2014-02-27
By: Jonathan Boyes
Last Updated: 2017-02-15
By: Sam Covey
Last Perm Job: 2009-02-03
Managed By: Eric Thwaite
Contract: Adam Oliver
"
78932,1094234,Stannah Lifts Holdings Ltd,01264 364 311,,"Watt Close, East Portway",Andover ,,SP10 3SD ,GB,"Andover , UNITED KINGDOM",,28/01/2009 16:03:10,Stephen@initi8recruitment.com ,"ID: 1094234
Status: Lead
Source: 8249263
Last Updated: 2016-07-26
By: Sam Covey
Contract: Stephen Hellier
"
78968,1094235,Admiral,08718 828 282,,"Capital Tower, Greyfriers Road",Cardiff,,CF10 3AZ,GB,"Cardiff, UNITED KINGDOM",,28/01/2009 17:24:01,Eric@initi8recruitment.com ,"ID: 1094235
Status: Active
Created By: Eric Thwaite
Last Contacted: 2016-03-09
By: Danielle Green
Last Updated: 2016-06-17
By: Karen Hellier
Last Perm Job: 2012-08-07
Managed By: Jerome Marks
Contract: Eric Thwaite
"
78972,1094236,Lloyds,01633 468 303,,Pencarn Way,"Newport, Wales",,,,"Newport, Wales",,28/01/2009 17:42:22,Eric@initi8recruitment.com ,"ID: 1094236
Status: Incomplete
Created By: Eric Thwaite
Last Contacted: 2016-02-16
By: Danielle Green
Last Updated: 2019-03-01
By: Bond 05
Last Perm Job: 2011-03-28
Managed By: Luke Webber
Contract: Eric Thwaite
"
79034,1094237,Nunwood Leeds,08453720101,,"Nunwood 7, Airport West",Yeadon,West Yorkshire,LS1 97ZA,,"Yeadon, West Yorkshire",,29/01/2009 09:18:23,Adam.oliver@initi8recruitment.com ,"ID: 1094237
Status: Incomplete
Created By: Sam King
Last Updated: 2016-07-29
By: Sam Covey
Contract: Adam Oliver
"
79038,1094238,M and G,020 7626 4588,,5 Lawrence Poutney Hill ,London,,EC4R 0HH,GB,"London, UNITED KINGDOM",,29/01/2009 10:00:57,Stephen@initi8recruitment.com ,"ID: 1094238
Status: Active
Source: 8249263
Last Contacted: 2015-04-23
By: Lawrence Donnelly
Last Updated: 2016-07-27
By: Karen Hellier
Contract: Stephen Hellier
"
79673,1094239,Publishing Technology,01865 397 800,,"Unipart House, Garsington Road ",Oxford ,,OX4 2GQ,,Oxford ,,04/02/2009 13:50:31,Stephen@initi8recruitment.com ,"ID: 1094239
Status: Incomplete
Source: 8249263
Last Contacted: 2014-07-17
By: Samantha Hogben
Last Updated: 2016-07-27
By: Sam Covey
Contract: Stephen Hellier
"
79684,1094240,Management Ventures Inc.,02070310251,,"6 More London Place, Tooley Street",London,,SE1 2QY,,London,,04/02/2009 14:34:25,Adam.oliver@initi8recruitment.com ,"ID: 1094240
Status: Incomplete
Created By: Sam King
Last Contacted: 2015-04-24
By: Timothy McAllister
Last Updated: 2016-07-27
By: Karen Hellier
Contract: Adam Oliver
"
79705,1094241,Retail Decisions,01483728700,,ReD House,Brookwood,Surrey,GU24 0BL,,"Brookwood, Surrey",,04/02/2009 17:30:37,Chris.Gunn@initi8recruitment.com,"ID: 1094241
Status: Incomplete
Created By: Sam King
Last Contacted: 2010-03-09
By: Sam King
Last Updated: 2016-07-27
By: Sam Covey
Last Perm Job: 2010-03-09
Managed By: Sam King
Contract: Christopher Gunn
"
79814,1094242,Brightsolid,02033 266 320,,"Gateway House , Lunar Place ",Dundee,,DD2 1TP ,,Dundee,,05/02/2009 11:46:10,Stephen@initi8recruitment.com ,"ID: 1094242
Status: Lead
Created By: Stephen Hellier
Last Updated: 2016-06-26
By: Karen Hellier
Contract: Stephen Hellier
"
80154,1094243,NTT Data,44 (0) 20 7220 9200,,"Excalibur House,, 2 Millennium Centre,Crosby Way",Farnham ,Surrey ,GU9 7XX ,,"Farnham , Surrey ",,09/02/2009 12:19:19,Stephen@initi8recruitment.com ,"ID: 1094243
Status: Active
Created By: Stephen Hellier
Last Contacted: 2017-02-09
By: Max Petch
Last Visited: 2015-06-23
By: Matthew Mangan
Last Updated: 2017-02-09
By: Max Petch
Last Perm Job: 2016-11-18
Managed By: Max Petch
Last Contract Job: 2015-12-08
Managed By: Denva Bradford
Contract: Stephen Hellier
"
80158,1094244,Hitachi Consulting,02079 474 500,www.hitachiconsulting.com,"Park House , Station Road ",SURREY ,tw11 9AD,,,"SURREY , tw11 9AD",,09/02/2009 12:33:40,Stephen@initi8recruitment.com ,"ID: 1094244
Status: Incomplete
Created By: Stephen Hellier
Last Updated: 2016-07-19
By: Karen Hellier
Contract: Stephen Hellier
"
80576,1094245,WorldOne Research,02072521118,,"Unit 2/3, Unity Wharf",London,,SE1 2BH,,London,,13/02/2009 09:34:09,Adam.oliver@initi8recruitment.com ,"ID: 1094245
Status: Incomplete
Created By: Sam King
Last Contacted: 2013-03-25
By: Neville James
Last Updated: 2016-07-15
By: Sam Covey
Contract: Adam Oliver
"
80925,1094246,IFS Defence Ltd,02083 295 600 ,www.ifsdefence.com,"Apex Twr , High Street",New Malden ,Surrey ,KT3 4LH,GB,"New Malden , Surrey , UNITED KINGDOM",,17/02/2009 13:46:23,Stephen@initi8recruitment.com ,"ID: 1094246
Status: Incomplete
Created By: Stephen Hellier
Last Updated: 2016-07-20
By: Karen Hellier
Contract: Stephen Hellier
"
80930,1094247,Hiscox,02074 486 000,,1 Great St helens,London,,EC3A 6HX,GB,"London, UNITED KINGDOM",,17/02/2009 13:53:57,Stephen@initi8recruitment.com ,"ID: 1094247
Status: Active
Created By: Eric Thwaite
Last Contacted: 2016-05-11
By: Henry Jackson
Last Updated: 2017-02-14
By: Sam Covey
Last Perm Job: 2016-05-11
Managed By: Henry Jackson
Last Contract Job: 2010-10-21
Managed By: Chris Murphy
Contract: Stephen Hellier
"
80933,1094248,Talbot Underwriting,020 7550 3500,www.talbotuw.com,60 Threadneedle Street London ,London,London,EC2R 8HP ,,"London, London",413103.rtf,17/02/2009 14:01:33,Stephen@initi8recruitment.com ,"ID: 1094248
Status: Lead
Created By: Stephen Hellier
Last Contacted: 2015-09-18
By: Carl Ashdown
Last Updated: 2016-07-26
By: Sam Covey
Last Perm Job: 2009-12-14
Managed By: Louise Rowson
Last Contract Job: 2010-03-30
Managed By: Louise Rowson
Contract: Stephen Hellier
"
81017,1094249,Ageas Insurance,023 8064 4455,https://www.ageas.co.uk/,"Ageas House, Hampshire Corporate Park",Eastleigh,Hampshire,SO53 3YA,,"Eastleigh, Hampshire",,18/02/2009 08:22:18,Adam.oliver@initi8recruitment.com ,"ID: 1094249
Status: Incomplete
Created By: Sam King
Last Contacted: 2015-02-27
By: Simran Jutley
Last Updated: 2016-11-18
By: Sam Covey
Last Perm Job: 2010-11-05
Managed By: Sam King
Contract: Adam Oliver
"
81043,1094250,Daimler Chrysler,01908 301 000,,Tongwell,Milton Keynes,,MK15 8BA,GB,"Milton Keynes, UNITED KINGDOM",,18/02/2009 10:49:05,Eric@initi8recruitment.com ,"ID: 1094250
Status: Active
Created By: Eric Thwaite
Last Contacted: 2009-04-02
By: Sam King
Last Updated: 2016-07-03
By: Karen Hellier
Last Perm Job: 2009-04-02
Managed By: Sam King
Contract: Eric Thwaite
"
81176,1094251,Beat That Quote.com,08005 999 955,,"Linton House, 39-51 Highgate Road",London,,NW5 1RT,GB,"London, UNITED KINGDOM",,19/02/2009 11:20:09,Eric@initi8recruitment.com ,"ID: 1094251
Status: Active
Created By: Eric Thwaite
Last Contacted: 2009-02-19
By: Eric Thwaite
Last Updated: 2016-06-22
By: Karen Hellier
Contract: Eric Thwaite
"
81180,1094252,Asda,01132 435 435,,"Asda House, Great Wilson Street",Leeds,West Yorkshire,LS11 5AD,,"Leeds, West Yorkshire",,19/02/2009 11:45:31,Sara.Turkes@initi8recruitment.com,"ID: 1094252
Status: Active
Created By: Sam King
Last Contacted: 2015-05-26
By: Timothy McAllister
Last Updated: 2016-11-14
By: Sam Covey
Last Perm Job: 2009-02-27
Managed By: Sam King
Last Contract Job: 2011-08-08
Managed By: Christopher Gunn
Contract: Sara Turkes
"
81192,1094253,Torus Insurance 2,020 320 6 8000,www.torusinsurance.com,88 Leadenhall Street ,London,London,EC3A 3BP,GB,"London, London, UNITED KINGDOM",,19/02/2009 13:52:50,Stephen@initi8recruitment.com ,"ID: 1094253
Status: Incomplete
Created By: Stephen Hellier
Last Contacted: 2015-04-28
By: Lawrence Donnelly
Last Updated: 2016-07-21
By: Sam Covey
Contract: Stephen Hellier
"
81252,1094254,IHS Global Insight,02085 447 800,,"5th Floor, Wimbledon Bridge House",Wimbledon,,SW19 3RU,,Wimbledon,,20/02/2009 09:29:57,Adam.oliver@initi8recruitment.com ,"ID: 1094254
Status: Active
Created By: Sam King
Last Contacted: 2009-10-08
By: Sam King
Last Updated: 2016-11-18
By: Sam Covey
Contract: Adam Oliver
"
81256,1094255,EMS Research,02089 960 498,http://www.ems.eu.com/,107a Power Road,London,W4 5PY,,,"London, W4 5PY",,20/02/2009 09:35:15,Sara.Turkes@initi8recruitment.com,"ID: 1094255
Status: Active
Created By: Sam King
Last Updated: 2016-07-10
By: Karen Hellier
Contract: Sara Turkes
"
81532,1094256,AXA Insurance (London),08702 407 780,,1 Aldgate,London,,EC3N 1RE,,London,,23/02/2009 14:03:30,Sara.Turkes@initi8recruitment.com,"ID: 1094256
Status: Active
Created By: Sam King
Last Contacted: 2016-01-11
By: Danielle Green
Last Updated: 2017-04-19
By: Sam Covey
Last Perm Job: 2011-12-21
Managed By: Danielle Green
Contract: Sara Turkes
"
81808,1094257,Wiley (Ealing),01243 779777,www.wiley.com,"3rd Floor, International House, 7 High Street ",London,London,W5 5B ,GB,"London, London, UNITED KINGDOM",,25/02/2009 13:49:21,Stephen@initi8recruitment.com ,"ID: 1094257
Status: Incomplete
Created By: Stephen Hellier
Last Updated: 2016-07-19
By: Sam Covey
Contract: Stephen Hellier
"
81817,1094258,Age Concern,02087 657 200 ,,"Astral , 1268 London Road ",London,London,SW16 4ER,GB,"London, London, UNITED KINGDOM",,25/02/2009 14:03:47,Stephen@initi8recruitment.com ,"ID: 1094258
Status: Active
Created By: Stephen Hellier
Last Contacted: 2015-05-13
By: Lawrence Donnelly
Last Updated: 2016-06-17
By: Karen Hellier
Contract: Stephen Hellier
"
81822,1094259,Which? 2,020 7770 7000,www.which.co.uk,"2 Marylebone Road,",London,London,NW1 4DF,GB,"London, London, UNITED KINGDOM",,25/02/2009 14:26:51,Stephen@initi8recruitment.com ,"ID: 1094259
Status: Incomplete
Created By: Stephen Hellier
Last Contacted: 2012-03-12
By: Eric Thwaite
Last Updated: 2012-07-25
By: Eric Thwaite
Last Perm Job: 2012-03-12
Managed By: Eric Thwaite
Contract: Stephen Hellier

General Notes: 
CREATED DATE: Feb 15 2012 11:39AM
20% flat fee, 12 week rebate, 30 day payment terms - you need a PO number to get paid! terms agreed by Steve Hellier 15/02/12

"
81856,1094260,Test Client 3,,,test,,,,,,,25/02/2009 16:02:12,,"ID: 1094260
Status: Incomplete
Created By: Bond 01
Last Contacted: 2009-02-26
By: Bond 01
Last Updated: 2016-08-01
By: Sam Covey
Contract: Bond 01
"
81908,1094261,Test Contact,,,test,Worthing,,,,Worthing,,26/02/2009 09:16:41,,"ID: 1094261
Status: Incomplete
Created By: Bond 01
Last Contacted: 2013-03-12
By: Bond 01
Last Updated: 2016-08-01
By: Sam Covey
Contract: Bond 01
"
81910,1094262,Test Client 4,074123123,,13 Bond Street,Worthing,,BN12 4NG,,Worthing,,26/02/2009 09:17:51,,"ID: 1094262
Status: Incomplete
Created By: Bond 01
Last Contacted: 2015-11-25
By: Bond 01
Last Updated: 2016-08-01
By: Sam Covey
Last Contract Job: 2010-08-04
Managed By: Bond 01
Contract: Bond 01
"
81912,1094263,Test Client  3,,,test street,worthing,,,,worthing,,26/02/2009 09:20:03,,"ID: 1094263
Status: Active
Created By: Bond 01
Last Contacted: 2016-02-17
By: Simran Jutley
Last Updated: 2016-08-01
By: Sam Covey
Last Perm Job: 2016-02-17
Managed By: Simran Jutley
Contract: Bond 01
"
81921,1094264,Wunderman (London),0207 6116333,,"Greater London House, Hampstead Road",London,,NW1 7QP,,London,,26/02/2009 09:48:23,Adam.oliver@initi8recruitment.com ,"ID: 1094264
Status: Active
Created By: Sam King
Last Contacted: 2017-11-22
By: Eric Thwaite
Last Updated: 2017-11-22
By: Eric Thwaite
Last Perm Job: 2017-11-22
Managed By: Eric Thwaite
Last Contract Job: 2017-10-16
Managed By: Eric Thwaite
Contract: Adam Oliver

General Notes: 
CREATED DATE: Mar  4 2009  3:06PM
how to seel wunderman? - agency that does the whole delivery from insight to comms to planning to client engagament - candidate get client exposure - shell one of their account sis biggest money spinner in theior group - all about chemistry and people who can communicate - client facing and client ownership - sas tweam size is 30 people - people theri will do "" BEST WORK OF THEIR CAREER"" amazing offices and senior staff as well


"
82364,1094265,Asta,02077 430 800 ,www.whittingtoninsurance.com,23 Camomile Street ,London,London,EC3A 7LL,GB,"London, London, UNITED KINGDOM",,02/03/2009 11:09:23,Stephen@initi8recruitment.com ,"ID: 1094265
Status: Active
Created By: Stephen Hellier
Last Contacted: 2015-09-18
By: Carl Ashdown
Last Updated: 2016-06-19
By: Karen Hellier
Last Perm Job: 2009-12-18
Managed By: Louise Rowson
Last Contract Job: 2011-08-18
Managed By: Chris Murphy
Contract: Stephen Hellier

General Notes: 
CREATED DATE: Oct 17 2012 11:46AM
previously whittington

"
