company-externalId,company-name,company-locationName,company-locationAddress,company-locationCity,company-locationState,company-locationCountry,company-locationZipCode,company-phone,company-fax,company-website,company-document,company-note
1358,Clarion Asia Management Services Limited,Clarion Asia Management Services Limited-Hong Kong SAR,Clarion Asia Management Services Limited-Hong Kong SAR,,,,,,,,,"BH Company ID:1358
Date Added: 06-14-2015
Status: Active
Ownership: Private
"
1359,YangonBakehouse,"Pearl Condo, Training Cafe, Block C","Pearl Condo, Training Cafe, Block C",Yangon,,MM,,(+95) 1557448 ,,http://www.yangonbakehouse.com/,,"BH Company ID:1359
Address 2: Ground Floor
Date Added: 06-14-2015
Status: Qualified Lead
Company Overview: The Yangon Bakehouse is a social business - a non-loss, non-dividend business dedicated to providing disadvantaged Myanmar with job skills and experience, life skills training and opportunities for future employment.
 
?All this by also meeting the need for a wonderful casual food - baked goods, breads, salads, soups, sandwiches and stellar coffee!
 
The women in our program commit to a determined length of employment and training (10 months). The Bakehouse provides a fair living wage, work skills training, medical benefits, life skills courses and career assistance after successful completion of the program.
 
In addition to our livelihood program, we see our program as a connecting point. We connect with like-minded suppliers, looking for small farmers and growers that use sustainable practices - good for our food, your bodies and the environment. We use our physical space as a community space - connecting our customers to each other and our apprentices and interns.
 
 
The Bakehouse founders and contributors come from a variety of backgrounds, both Myanmar and local expat. We have corporate and charitable experience and believe that combining the discipline of business well-run to tackle specific social needs is a win-win approach.
 
The Board of Directors members are Phyu Phyu Tin, Cavelle Dove, Kelly Macdonald and Heatherly Bucher.
 
Current dedicated volunteers include Heather Nippard, Amanda Menking and Frank Willmott.
 
"
1360,Hoang Anh Gia Lai Myanmar Company Ltd ,Hoang Anh Gia Lai Myanmar Company Ltd -United States,Hoang Anh Gia Lai Myanmar Company Ltd -United States,,,US,,,,,,"BH Company ID:1360
Date Added: 06-14-2015
Status: Archive
"
1361,Mandalay Hill Resort Hotel,Mandalay Hill Resort Hotel-Myanmar,Mandalay Hill Resort Hotel-Myanmar,Mandalay,,MM,,(+95) 235638,,https://www.google.com.mm/search?q=Mandalay+Hill+Resort+Hotel&oq=Mandalay+Hill+Resort+Hotel&aqs=chro,,"BH Company ID:1361
Date Added: 06-14-2015
Status: Qualified Lead
No. of Employees: Retained
Ownership: Private
"
1362,Eagle Enterprise Company Limited,Eagle Enterprise Company Limited-Myanmar,Eagle Enterprise Company Limited-Myanmar,Yangon,,MM,,(+95) 1685515,,,,"BH Company ID:1362
Date Added: 06-14-2015
Company Description:Myanmar. Company's main business category is Export & Import Companies.
Status: Active
Ownership: Private
"
1363,Myanmar Marketing Research & Development 2,"9Floor, Building C, New Mingalar Market","9Floor, Building C, New Mingalar Market",Yangon,,MM,,(+95) 1202126,,,,"BH Company ID:1363
Address 2: Corner of Set Yone Rd (Mill Road) & Bany
Date Added: 06-14-2015
Status: Archive
"
1364,Behbehani Group,Behbehani Group-United States,Behbehani Group-United States,,,US,,(+965) 22637651,,,,"BH Company ID:1364
Date Added: 06-14-2015
Status: Active
"
1365,Aptech Myanmar IT Training Academy,Aptech Myanmar IT Training Academy-Myanmar,Aptech Myanmar IT Training Academy-Myanmar,Yangon,,MM,,(+959) 5081713,,,,"BH Company ID:1365
Date Added: 06-14-2015
Status: Active
No. of Employees: Retained
Ownership: Public
"
1366,Belmond Governor's Residence,"35 Taw Win Road, Dagon Township,","35 Taw Win Road, Dagon Township,",Yangon,,MM,,(+95) 1229 860,,,,"BH Company ID:1366
Date Added: 06-14-2015
Status: Active
Ownership: Private
"
1367,Shwe Super Light Company Limited,Shwe Super Light Company Limited-Myanmar,Shwe Super Light Company Limited-Myanmar,Yangon,,MM,,(+95) 1547220,,http://ygngov.imis.com.mm/Zones/view/contact.asp?ind_id=20,,"BH Company ID:1367
Date Added: 06-14-2015
Status: Active
No. of Employees: Retained
Ownership: Public
"
1368,MPRL E&P Pte Ltd,MPRL E&P Pte Ltd-Myanmar,MPRL E&P Pte Ltd-Myanmar,Yangon,,MM,,(+951) 521471-3,,http://www.mprlexp.com/,,"BH Company ID:1368
Date Added: 06-14-2015
Status: Qualified Lead
No. of Employees: Retained
Ownership: Public
"
1369,Techo International Pte Ltd,Techo International Pte Ltd-United States,Techo International Pte Ltd-United States,,,US,,,,,,"BH Company ID:1369
Date Added: 06-14-2015
Status: Active
"
1370,Ngwe Inzaly Audit Firm,Ngwe Inzaly Audit Firm-Myanmar,Ngwe Inzaly Audit Firm-Myanmar,Yangon,,MM,,(+95) 95119742,,http://www.ngweinzalyaudit.com/index.php/contact-us,,"BH Company ID:1370
Date Added: 06-14-2015
Status: Active
Ownership: Private
LinkedIn: (+95) 1397575
"
1371,PS Business School," 3D Myaynogone Plaza,"," 3D Myaynogone Plaza,",Yangon,,MM,,(+95) 95082485,,,,"BH Company ID:1371
Address 2:  Bargayar Street,Sanchaung Township
Date Added: 06-14-2015
Status: Active
"
1372,KT Group,KT Group-Myanmar,KT Group-Myanmar,Yangon,,MM,,(+95) 1527516,,http://www.ktgroup.com/en/contact,,"BH Company ID:1372
Date Added: 06-14-2015
Status: Active
Company Overview: The KT Group is a private, family owned and operated diversified business enterprise which was established in the 1950’s. We have grown into a modern Myanmar company that embraces the opportunities for growth but also remembers our deep history and holds respect for the country and her people.

The founding family members of the KT Group were the Kyaw Thaung family from Thekathaung, a town located on Ngapudaw Island deep in the Delta area of Myanmar. From humble origins, U Kyaw Thaung traveled to the capital, Yangon and began trading within the region. This prosperous enterprise based in Yangon was grown and began trading rice and pulses to neighbouring countries and securing regional supply contracts. The business then expanded over the years and the company was awarded a Pioneer Status in Singapore in the early 90’s.
GroupPhotoIn 2007, the business was expanded further and established branches in Bangalore, India and Kunming, China to attract foreign investment into the country. Projects included the provision of the cable needed for internet services, real estate development, am rice mill and other interesting and diversified projects. As the company grew, the portfolio of interests began to build momentum in the areas of energy, real estate, trading and investments along with the established traditional roots in the agricultural sector. These have become our core business units of strategic focus, as we continue to build a strong yet diversified group of companies.
We have a rich Myanmar heritage and value our communities and people. Our foundation, KT Care was established i
"
1373,Taxi Company (Local Myanmar),Taxi Company (Local Myanmar)-Myanmar,Taxi Company (Local Myanmar)-Myanmar,Yangon,,MM,,(+959) 5117124,,,,"BH Company ID:1373
Date Added: 06-14-2015
Status: Active
"
1374,Hera Equipment LLC,Hera Equipment LLC-Myanmar,Hera Equipment LLC-Myanmar,Yangon,,MM,,,,,,"BH Company ID:1374
Date Added: 06-14-2015
Status: Active
"
1375,Mega Infra Company Limited,Mega Infra Company Limited-Myanmar,Mega Infra Company Limited-Myanmar,Yangon,,MM,,,,,,"BH Company ID:1375
Date Added: 06-14-2015
Status: Active
No. of Employees: Retained
Ownership: Public
"
1376,"Apex Gas & Oil Public Co.,Ltd","Apex Gas & Oil Public Co.,Ltd-Myanmar","Apex Gas & Oil Public Co.,Ltd-Myanmar",Yangon,,MM,,(+95) 1654523,,http://www.apexgasnoil.com/,,"BH Company ID:1376
Date Added: 06-14-2015
Status: Active
No. of Employees: Retained
Ownership: Public
"
1377,"Asia Green Development Bank Co.,Ltd","Asia Green Development Bank Co.,Ltd-Myanmar","Asia Green Development Bank Co.,Ltd-Myanmar",Yangon,,MM,,(+95) 1378346-9,,http://en.agdbank.com/,,"BH Company ID:1377
Date Added: 06-14-2015
Company Description:The Bank’s mission is to deliver banking excellence through inspired and outstanding customer service. The Bank aims to strive its utmost in everything it does to set its own industry-leading standard for banking excellence, to be accomplished by always focusing on future opportunities and translating them into a commitment to outstanding levels of service. The Bank seeks to help clients fulfill their needs and achieve their aspirations by delivering these services day after day to each and every customer.
Status: Active
"
1378,Procter and Gamble (objektiv),"73-76 Waizayandar Road,","73-76 Waizayandar Road,",Yangon,,MM,,"	+95 (1) 573-285,-6",,www.pg.com,,"BH Company ID:1378
Address 2:  Thingan Gyun Township
Date Added: 06-14-2015
Status: Active
Company Coverage: falcon.rt@pg.com
Company Overview: Since 1837, P&G has built a rich heritage of touching consumers’ lives with brands that make life a little better every day. Our market capitalization is greater than the GDP of many countries, and we market our products in more than 180 countries. With this stature comes both responsibility and opportunity. Our responsibility is to be an ethical corporate citizen—but our opportunity is something far greater, and is embodied in our Purpose.
We will provide branded products and services of superior quality and value that improve the lives of the world’s consumers, now and for generations to come. As a result, consumers will reward us with leadership sales, profit and value creation, allowing our people, our shareholders and the communities in which we live and work to prosper.
P&G brands serve nearly 5 billion of the more than seven billion people on the planet today. Our shared Purpose attracts and unites an extraordinary group of people, P&G around the world—the most diverse workforce in P&G history. Together, we represent more than 140 nationalities. Our recruiting and development philosophy to “build from within” fosters a strong culture of trust and shared experiences. Our diversity, our shared culture and our unified Purpose are the defining elements that enable P&G to touch lives and improve life every day.
"
1379,Straits Greenfield Limited 2,Straits Greenfield Limited-United States,Straits Greenfield Limited-United States,,,US,,,,,,"BH Company ID:1379
Date Added: 06-14-2015
Status: Archive
"
1380,KGJ Cement Singapore Pte Ltd,KGJ Cement Singapore Pte Ltd-Singapore,KGJ Cement Singapore Pte Ltd-Singapore,,,SG,,(+65) 62248334,,http://www.kgjcement.com/,,"BH Company ID:1380
Date Added: 06-14-2015
Status: Qualified Lead
Company Overview: KGJS Cement Holding AS (KGJ Cement) is an international shipping company that owns, operates and manages the world’s largest pneumatic cement carrier fleet. The company is a fully owned subsidiary of Kristian Gerhard Jebsen Skipsrederi AS (KGJS).

KGJ Cement is a high quality, preferred logistics partner for the cement industry. The company is in the forefront of developing innovative, high standard technical and commercial solutions for customers which in achieving these goals does not compromise on safety. The size and range of the fleet gives leverage and flexibility to support customers' requirements.

The company's fleet is trading world wide with sizes ranging from 1,700-29,000 dwt. The geographical reach and the size range of the fleet enable us to meet the diverse needs of our customers.

The company has offices in Bergen (Norway) and Singapore.
"
1381,Super Cool,Super Cool-Myanmar,Super Cool-Myanmar,Yangon,,MM,,(+95) 9260663526,,,,"BH Company ID:1381
Date Added: 06-14-2015
Status: Active
"
1382,Miss Myanamar,Miss Myanamar-Myanmar,Miss Myanamar-Myanmar,Yangon,,MM,,,,,,"BH Company ID:1382
Date Added: 06-14-2015
Status: Active
Ownership: Private
"
1383,West Indochina Limited,West Indochina Limited-Singapore,West Indochina Limited-Singapore,,,SG,,(+65) 68663664,,http://www.westindochina.com/,,"BH Company ID:1383
Date Added: 06-14-2015
Status: Active
"
1384,Asia Trade & Commerce Company Limited,Asia Trade & Commerce Company Limited-Myanmar,Asia Trade & Commerce Company Limited-Myanmar,Yangon,,MM,,(+95) 1538338,,http://www.myanmaryp.com/company/15544/Asia_Trade_Commerce_Co_LtdATC,,"BH Company ID:1384
Date Added: 06-14-2015
Status: Active
"
1385,Green Light Treasure Company Limited,Green Light Treasure Company Limited-Myanmar,Green Light Treasure Company Limited-Myanmar,Yangon,,MM,,(+95) 1663840,,,,"BH Company ID:1385
Date Added: 06-14-2015
Status: Qualified Lead
"
1386,Office Culture Company Limited,Office Culture Company Limited-Myanmar,Office Culture Company Limited-Myanmar,Yangon,,MM,,(+95) 9254014097,,http://www.bristol.com.my/,,"BH Company ID:1386
Date Added: 06-14-2015
Status: Qualified Lead
"
1387,Jzoo,Jzoo-United States,Jzoo-United States,,,US,,,,,,"BH Company ID:1387
Date Added: 06-14-2015
Status: Active
"
1388,Population Services International Myanmar, 16 West Shwe Gone Dine 4th Street, 16 West Shwe Gone Dine 4th Street,Yangon,,MM,,(+95) 137585458,,,,"BH Company ID:1388
Address 2: Bahan Township
Date Added: 06-14-2015
Status: Active
"
1389,Lighthouse IP Group,Lighthouse IP Group-United States,Lighthouse IP Group-United States,,,US,,,,http://www.lighthouseip.com/,,"BH Company ID:1389
Date Added: 06-14-2015
Company Description:Helping customers take advantage of knowledge assets

When Lighthouse IP Group was founded in the summer of 2006, we envisioned a company that would help customers take advantage of their most valuable asset: knowledge. We believe that a knowledge-based economy calls for businesses to put greater focus on their Intellectual Property Asset Management strategies if they expect to increase the value and efficiency of their products and services.

We are pleased to say that our company is strategically on track and our future looks stable and bright. We are achieving such results by building lasting, strong customer and partner relationships, listening to our clients’ ideas and crafting solutions that answer their specific business needs.
Status: Active
"
1390,Frontier Myanmar Research,Frontier Myanmar Research-Myanmar,Frontier Myanmar Research-Myanmar,Yangon,,MM,,(+95) 9253349604,,,,"BH Company ID:1390
Date Added: 06-14-2015
Status: Active
Company Overview: Our company

Frontier Myanmar was incorporated as a Myanmar limited company in 2014. Its parent company is Frontier MEA Ltd, a privately-owned UK firm established in 2009 which specialises in business and investment research in frontier markets.

We produce a range of custom and subscription based research services used by private-sector and public sector clients, with a focus on undertaking original, on-the-ground research in environments where reliable data is scarce. 
 
Over the past five years our team has worked on over 50 projects in frontier markets in Africa, Asia and the Middle East.
Our Yangon office is run by a team of local and international staff with the skills and experience to provide independent, in-depth and tangible results using on-the-ground research.

Our first subscription service, the Myanmar Real Estate and Construction Monitor, was launched in June 2014, with further sectors planned for 2015.
"
1391,Pullman Hotel,Pullman Hotel-United States,Pullman Hotel-United States,,,US,,(+33) 297610819,,,,"BH Company ID:1391
Date Added: 06-14-2015
Status: Active
"
1392,"Triple A Group of International Co.,Ltd","Triple A Group of International Co.,Ltd-Myanmar","Triple A Group of International Co.,Ltd-Myanmar",Yangon,,MM,,,,,,"BH Company ID:1392
Date Added: 06-14-2015
Status: Active
Ownership: Private
"
1393,Ever Winner Company Limited,Ever Winner Company Limited-Myanmar,Ever Winner Company Limited-Myanmar,Yangon,,MM,,(+95) 1684791,,http://www.myanmaryp.com/company/45023/Ever_Winner_Co_Ltd,,"BH Company ID:1393
Date Added: 06-14-2015
Company Description:Description
Ever Winner Co.,Ltd. is located in 246, Makhayar Min Thar Gyi Mg Pyoe St., Industrial Zone (2), HLTA, Myanmar. Company is working in Food retailers, Food products business activities.
- See more at: http://www.myanmaryp.com/company/45023/Ever_Winner_Co_Ltd#sthash.t3814SBk.dpuf
Status: Qualified Lead
"
1394,777 Lux Group Company Limited,Room 708 Building B Pearl Condo,Room 708 Building B Pearl Condo,Yangon,,MM,,(+95) 9250665669,,https://opencorporates.com/companies/mm/4375-2013-2014,,"BH Company ID:1394
Address 2: Kabaraye Pagoda Road
Date Added: 06-14-2015
Status: Qualified Lead
Ownership: Private
"
1395,Bonfiglioli South East Asia Pte ltd,Bonfiglioli South East Asia Pte ltd-Singapore,Bonfiglioli South East Asia Pte ltd-Singapore,,,SG,,,,http://www.bonfiglioli.com/en/company/history/milestones/,,"BH Company ID:1395
Date Added: 06-14-2015
Status: Active
"
1396,Biman Bangladesh Airlines Limited,Biman Bangladesh Airlines Limited-Myanmar,Biman Bangladesh Airlines Limited-Myanmar,Yangon,,MM,,(+95) 1732604931,,http://www.biman-airlines.com/,,"BH Company ID:1396
Date Added: 06-14-2015
Status: Qualified Lead
Company Overview: Biman Bangladesh Airlines (Bengali: ????? ???????? ??????????), is the national flag carrier airline of Bangladesh. Its main hub is at Shahjalal International Airport in Dhaka and it also operates flights from its secondary hubs Shah Amanat International Airport in Chittagong and Osmani International Airport in Sylhet. The airline provides international passenger and cargo services to Asia and Europe, as well as major domestic routes inside Bangladesh. It has air service agreements with 42 countries and currently flies to 16 different countries.
The airline was wholly owned and managed by the government of Bangladesh until 23 July 2007, when it was transformed into the country's largest public limited company by the Caretaker Government of Bangladesh. The airline's headquarters, Balaka Bhaban, is located in Kurmitola, Dhaka. Annual Hajj flights, transporting non-resident Bangladeshi workers and migrants, and the activities of its subsidiaries, form an integral part of the carrier's business.
Created in February 1972. In the decades following its founding, the airline expanded its fleet and destinations. At its peak, Biman has operated flights to 29 international destinations, as far away as New York City to the west and Tokyo to the east. Since becoming a public limited company in 2007, the airline has begun to modernize its fleet. The airline has made a deal with Boeing for ten new aircraft, along with options for ten more.
Biman Bangladesh Airlines is certified as safe to fly in Europe by the European Aviation Safety Agency. In addition, the airline successfully passed the IATA Operational Safety Auditand since then it has been successfully flying to some of its previous destinations in Asia and Europe.
Biman plans to fly the nation’s bi-coloured flag to greater heights, with great pride around the globe.

"
1397,"U.T.Trading Co.,Ltd","U.T.Trading Co.,Ltd-United States","U.T.Trading Co.,Ltd-United States",,,US,,(+44) 7549363069,,,,"BH Company ID:1397
Date Added: 06-14-2015
Status: Active
"
1398,Bangladesh Airlines,Bangladesh Airlines-Myanmar,Bangladesh Airlines-Myanmar,Yangon,,MM,,(+95) 943029328,,http://www.biman-airlines.com/,,"BH Company ID:1398
Date Added: 06-14-2015
Status: Qualified Lead
Company Overview: Biman Bangladesh Airlines (Bengali: ????? ???????? ??????????), is the national flag carrier airline of Bangladesh. Its main hub is at Shahjalal International Airport in Dhaka and it also operates flights from its secondary hubs Shah Amanat International Airport in Chittagong and Osmani International Airport in Sylhet. The airline provides international passenger and cargo services to Asia and Europe, as well as major domestic routes inside Bangladesh. It has air service agreements with 42 countries and currently flies to 16 different countries.
The airline was wholly owned and managed by the government of Bangladesh until 23 July 2007, when it was transformed into the country's largest public limited company by the Caretaker Government of Bangladesh. The airline's headquarters, Balaka Bhaban, is located in Kurmitola, Dhaka. Annual Hajj flights, transporting non-resident Bangladeshi workers and migrants, and the activities of its subsidiaries, form an integral part of the carrier's business.
Created in February 1972. In the decades following its founding, the airline expanded its fleet and destinations. At its peak, Biman has operated flights to 29 international destinations, as far away as New York City to the west and Tokyo to the east. Since becoming a public limited company in 2007, the airline has begun to modernize its fleet. The airline has made a deal with Boeing for ten new aircraft, along with options for ten more.
Biman Bangladesh Airlines is certified as safe to fly in Europe by the European Aviation Safety Agency. In addition, the airline successfully passed the IATA Operational Safety Auditand since then it has been successfully flying to some of its previous destinations in Asia and Europe.
Biman plans to fly the nation’s bi-coloured flag to greater heights, with great pride around the globe.
"
1399,"M Media International Co.,Ltd","M Media International Co.,Ltd-Myanmar","M Media International Co.,Ltd-Myanmar",Yangon,,MM,,,,,,"BH Company ID:1399
Date Added: 06-14-2015
Status: Active
Ownership: Private
"
1400,Phnom Penh Post,Phnom Penh Post-Hong Kong SAR,Phnom Penh Post-Hong Kong SAR,,,,,(+855) 23214311,,http://www.phnompenhpost.com/,,"BH Company ID:1400
Date Added: 06-14-2015
Status: Qualified Lead
"
1401,United Nations Mission in Liberia,United Nations Mission in Liberia-United States,United Nations Mission in Liberia-United States,,,US,,,,,,"BH Company ID:1401
Date Added: 06-14-2015
Status: Active
"
1402,Private Importer,Private Importer-United States,Private Importer-United States,,,US,,,,,,"BH Company ID:1402
Date Added: 06-14-2015
Status: Active
"
1403,Thai Airways International Public Company Limited 1,1101 Sakura Tower 339 Bogyoke Aung San,1101 Sakura Tower 339 Bogyoke Aung San,Yangon,,MM,,(+95) 1255116,,http://www.thaiairways.com/thai-services/on-the-ground/en/yangon.htm,,"BH Company ID:1403
Date Added: 06-14-2015
Status: Archive
Ownership: Private
"
1404,Yangon Life,Yangon Life-Myanmar,Yangon Life-Myanmar,Yangon,,MM,,(+95) 11224314,,http://yangonlife.com.mm/mm,,"BH Company ID:1404
Date Added: 06-14-2015
Status: Qualified Lead
"
1405,Casabella,Casabella-United States,Casabella-United States,,,US,,,,,,"BH Company ID:1405
Date Added: 06-14-2015
Status: Active
"
1406,Luxcan Corp,Luxcan Corp-Ukraine,Luxcan Corp-Ukraine,,,UA,,,,,,"BH Company ID:1406
Date Added: 06-14-2015
Status: Active
Ownership: Private
"
1407,D Pop,"682, Thitsar Road","682, Thitsar Road",Yangon,,MM,,(+95) 9798550558,,http://www.thedplace.com/thedp,,"BH Company ID:1407
Date Added: 06-14-2015
Status: Active
Ownership: Private
"
1408,U.S. Agency for International Development,U.S. Agency for International Development-United States,U.S. Agency for International Development-United States,,,US,,,,http://www.usaid.gov/,,"BH Company ID:1408
Date Added: 06-14-2015
Status: Archive
"
1409,Sweet Memory Travel,"No.48, 89th Street Mingalartaungnyunt","No.48, 89th Street Mingalartaungnyunt",Yangon,,MM,,(+95) 1385292,,http://www.sweetmemorytravel.com/aboutus.htm,,"BH Company ID:1409
Date Added: 06-14-2015
Status: Qualified Lead
Company Overview: Sweet Memory Travel Co., Ltd. is established since 2006, with its head office in Yangon, Myanmar.
Sweet Memory Travel Co., Ltd. is a travel agency specialized Inbound tour which includes personal, package and incentive tours within Myanmar and assisted, supported Outbound operators.
Sweet Memory Travel Co., Ltd. is duly registered to Myanmar Government for official Inbound operations and affiliated member of the Union of Myanmar Travel Association (UMTA) and Myanmar Marketing Committee (MMC).
Sweet Memory Travel Co., Ltd. has had alliances and partnerships with the major travel agencies in Korea, Cambodia, Thailand, Singapore, Malaysia, Indonesia and Vietnam.
Sweet Memory Travel Co., Ltd. warmly welcomes all keen interested parties to co-operate and co-ordinate one another at all times.
"
1410,Spicers Paper,Spicers Paper-Netherlands,Spicers Paper-Netherlands,,,NL,,(+31) 402233536,,http://www.spicers.com.au/,,"BH Company ID:1410
Date Added: 06-14-2015
Status: Qualified Lead
Company Overview: Paper 1.com is published by Business Portals B.V. and is part of a large range of websites targeted at all kinds of industries, all brought together through www.businessportals.com. 

Businessportals.com is the base of the international business-to-business ""1.com"" websites. Instead of having one large directory of companies in all kind of industries, we have chosen to have one specialized website per industry as a meeting place for companies active in that kind of industry. 

Basic registration is free. So register your company for free on the website(s) related to your kind of industry!

 
"
1411,Sustain Company Limited,Sustain Company Limited-Myanmar,Sustain Company Limited-Myanmar,,,MM,,(+95) 165779,,,,"BH Company ID:1411
Date Added: 06-14-2015
Status: Active
"
1412,Rose Hill Soil Build,Rose Hill Soil Build-Myanmar,Rose Hill Soil Build-Myanmar,Yangon,,MM,,(+95) 1543793,,,,"BH Company ID:1412
Date Added: 06-14-2015
Status: Active
"
1413,Micasa Hotel,17 Kabaraye Aye Pagoda Road,17 Kabaraye Aye Pagoda Road,Yangon,,MM,,(+95) 1650933,,http://www.micasahotel.com/default-en.html?,,"BH Company ID:1413
Date Added: 06-14-2015
Status: Qualified Lead
"
1414,Interlocal Exim PTE Ltd 2,Interlocal Exim PTE Ltd-Singapore,Interlocal Exim PTE Ltd-Singapore,,,SG,,(+65) 63377755,,http://www.interlocalexim.com/,,"BH Company ID:1414
Date Added: 06-14-2015
Status: Archive
No. of Employees: Retained
Ownership: Public
"
1415,Today Ogilvy Public Relations,Today Ogilvy Public Relations-Myanmar,Today Ogilvy Public Relations-Myanmar,Yangon,,MM,,(+95) 1538660,,,,"BH Company ID:1415
Date Added: 06-14-2015
Status: Archive
"
1416,Ericsson Myanmar,Ericsson Myanmar-Myanmar,Ericsson Myanmar-Myanmar,Yangon,,MM,,(+95) 1654893-899,,,,"BH Company ID:1416
Date Added: 06-14-2015
Status: Archive
"
1417,United Amara Bank Ltd,United Amara Bank Ltd-Myanmar,United Amara Bank Ltd-Myanmar,Yangon,,MM,,(+95) 18603009,,http://www.unitedamarabank.com/,,"BH Company ID:1417
Date Added: 06-14-2015
Company Description:About Us
United Amara Bank was established in 2010 as a full fledged Domestic private bank. On 16th August 2010, we opened our first branch in Nay Pyi Taw and the branch network has since grown to 39 branches. It is envisaged that the network will further expand to 43 branches by mid 2015.

In 2011, an Authorised Dealer License was obtained allowing the Bank to do foreign exchange transactions through its Money Changer Counters and subsequently on 9th July 2012, a Foreign Banking License was obtained which enabled the Bank to perform foreign banking transactions. The Bank is now fully licensed to make International money transfers and issue Letters of Credit.

On  27 th December 2012, the Bank began inbound money remittance through its partnership with Western Union Payment Inc and in 2013, a principal license was obtained from VISA and MasterCard for the acquiring business.

United Amara Bank now operates a fully fledged banking business both in domestic and foreign currencies serving its customers through its branches and electronic platform across Myanmar.
Status: Active
Ownership: Private
"
1418,Za Information Technology,Za Information Technology-Myanmar,Za Information Technology-Myanmar,Yangon,,MM,,(+95) 1220731,,,,"BH Company ID:1418
Date Added: 06-14-2015
Status: Active
"
1419,Australia Awards,"88 Strand Road, Kyauktada Township","88 Strand Road, Kyauktada Township",Yangon,,MM,,(+95) 1246462,,http://www.australiaawards.gov.au/Pages/default.aspx,,"BH Company ID:1419
Date Added: 06-14-2015
Status: Active
Company Overview: What are the Australia Awards?
 
The Australia Awards are prestigious international scholarships and fellowships funded by the Australian Government that aim to contribute to the long term development needs of Australia's partner countries, in line with bilateral and regional agreements.        
        
The Australia Awards are a whole-of-government initiative bringing together scholarships and fellowships administered by the Department of Foreign Affairs and Trade the Department of Education and the Australian Centre for International Agricultural Research (ACIAR), offering the next generation of global leaders an opportunity to undertake study, research and professional development in Australia and for high-achieving Australians to do the same overseas.
               
In 2013-2014, the Department of Foreign Affairs and Trade invested $362.2 million in Australia Awards, enabling 4450 new recipients from 117 eligible developing countries to undertake study, research and professional development.
 
In 2014, Indonesia, Vietnam and Papua New Guinea were the three largest recipient countries of Australia Awards, with 54 per cent of incoming recipients from the Asia region.
"
1420,UN Habitat 2,UN Habitat-United States,UN Habitat-United States,,,US,,,,,,"BH Company ID:1420
Date Added: 06-14-2015
Status: Archive
"
1421,Fine 9,Fine 9-United States,Fine 9-United States,,,US,,,,,,"BH Company ID:1421
Date Added: 06-14-2015
Status: Active
"
1422,Myanmore,Myanmore-Myanmar,Myanmore-Myanmar,Yangon,,MM,,(+95) 1375680,,http://myanmore.com/yangon/,,"BH Company ID:1422
Date Added: 06-14-2015
Status: Active
"
1423,Hein Investment Limited 3,497 Room5/G Diamond Condo A,497 Room5/G Diamond Condo A,Yangon,,MM,,(+95) 1502379,,,,"BH Company ID:1423
Address 2: Kamayut Township
Date Added: 06-14-2015
Status: Qualified Lead
"
1424,Acacia Tea Salon,Sayarsan Road,Sayarsan Road,Yangon,,MM,,(+95) 1554739,,http://acaciateasalon.com/,,"BH Company ID:1424
Date Added: 06-14-2015
Status: Active
Company Overview: About Us
Welcome to Acacia Tea Salon and experience the English Tea culture – now in Yangon, Myanmar.
The selections of our tea would have journeyed afar from different corners of the world before they are served in fine china at Acacia. We offer ala carte menus, finger foods, oven fresh bakes, an array of deserts that are meticulously crafted by our pastry chef ,also we offer a Mediterranean inspired restaurant menu. Set amidst a lush landscaped garden on Saya San Road, our classical tea house’s interiors have been fitted with modern comforts with the flair of a French’s salon-de-thé and adorned with elements that reflect the charms of a by- gone colonial eras. Theme and private rooms are also available. Come explore the unique tea blends and discover our fine dining experience. For reservations, events or catering services, please contact us.

"
